;10.15 - 11.50;1;;;;;;;Профессионально-ориентированный иностранный язык;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;Методы оптимизации;Методы оптимизации;;;;;;Математическое моделирование в задачах информационной безопасности;Математическое моделирование в задачах информационной безопасности;;;;;;;;Инструментальные средства разработки ИС;Инструментальные средства разработки ИС;;
;;;;;;;;;Лабушева Т.М.;;;;;;;;;;;;;;;;Тынченко В.В.;Тынченко В.В.;;;;;;Кириллова С.В.;Кириллова С.В.;;;;;;;;Кустов Д.В.;Кустов Д.В.;;
;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №80;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;2-17;2-17;;;;;;;;;;;;;;;5-01;4-19;4-15;;;4-17;4-17;;;4-21;4-21;;1-16;1-16;1-16;1-16;1-16;1-16
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Полиграфический процесс;Полиграфический процесс;;;Управление ИТ-проектами;Управление ИТ-проектами;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Теория чисел;Безопасность жизнедеятельности;;Английский язык для профессиональных целей;;Основы информационной безопасности;Основы информационной безопасности;Физическая культура и спорт;Физическая культура и спорт;Программное обеспечение систем управления;Программное обеспечение систем управления;;;;;;;
;;;;;;;;;;;Аникьева М.А.;Аникьева М.А.;;;Раевич К.В.;Раевич К.В.;;;;;;;;;;;Осипов Н.Н.;Марченкова С.Г.;;Думлер Н.П.;;Шиманович Р.С.;Шиманович Р.С.;Бакалейникова И.Г.;Бакалейникова И.Г.;Агафонов Е.Д.;Агафонов Е.Д.;;;;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;лекция;лаб. работа;;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №80;;Корпус №17;;Корпус №17;Корпус №17;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;;;
;;;;;;;;;;;2-17;2-17;;;4-12;4-12;;;;;;;;;;;5-01;4-15;;4-19;;4-17;4-17;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;4-21;4-21;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;;;;;;;
;14.10 - 15.45;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Полиграфический процесс;Полиграфический процесс;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;Проектирование ИУС;Проектирование ИУС;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Математическая статистика;Основы информационной безопасности;Основы информационной безопасности;;Безопасность жизнедеятельности;Математическое моделирование в задачах информационной безопасности;Математическое моделирование в задачах информационной безопасности;;;;;Надежность и диагностика систем управления технологическими процессами;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов
;;;;;;;;;;;Аникьева М.А.;Аникьева М.А.;;;Лабушева Т.М.;Николаева Н.В.;Сопов Е.А.;Сопов Е.А.;;;;;;;;;Есин Р.В.;Шиманович Р.С.;Шиманович Р.С.;;Марченкова С.Г.;Кириллова С.В.;Кириллова С.В.;;;;;Ченцов С.В.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.
;;;;;;;;;;;лекция;лекция;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;;лаб. работа;пр. занятие;пр. занятие;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция
;;;;;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;;Корпус №80;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;1-17;1-17;;;2-20;5-02;4-12;4-12;;;;;;;;;4-21;4-10;4-10;;4-15;5-10;5-10;;;;;4-11;1-15;1-15;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Полиграфический процесс;Полиграфический процесс;;;Управление ИТ-проектами;Управление ИТ-проектами;;;Проектирование ИУС;Проектирование ИУС;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Математическая статистика;Основы информационной безопасности;Основы информационной безопасности;Безопасность жизнедеятельности;Английский язык для профессиональных целей;Математическое моделирование в задачах информационной безопасности;Математическое моделирование в задачах информационной безопасности;;;;;Надежность и диагностика систем управления технологическими процессами;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;Английский язык для профессиональных целей;Английский язык для профессиональных целей
;;;;;;;;;;;Аникьева М.А.;Аникьева М.А.;;;Раевич К.В.;Раевич К.В.;;;Сопов Е.А.;Сопов Е.А.;;;;;;;Есин Р.В.;Шиманович Р.С.;Шиманович Р.С.;Марченкова С.Г.;Свиридон Р.А.;Кириллова С.В.;Кириллова С.В.;;;;;Ченцов С.В.;;;Лабушева Т.М.;Слепченко Н.Н.;Ямских Т.Н.;Гордеева А.Т.
;;;;;;;;;;;лекция;лекция;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;пр. занятие;пр. занятие;пр. занятие;лаб. работа;пр. занятие;пр. занятие;пр. занятие;;;;;лекция;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №80;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;;;5-02, ЭИОС;5-01, ЭИОС;2-20, ЭИОС;1-18, ЭИОС
;;;;;;;;;;;1-17;1-17;;;4-12;4-12;;;4-13;4-13;;;;;;;4-21;4-10;4-10;4-15;4-19;5-10;5-10;;;;;4-11;;;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;;;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Управление ИТ-проектами;Управление ИТ-проектами;Методы цифровой трансформации;Методы цифровой трансформации;Операционные системы;Операционные системы;Английский язык для профессиональных целей;Английский язык для профессиональных целей;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;Теория функций комплексного переменного;Теория функций комплексного переменного;Основы информационной безопасности;Основы информационной безопасности;;;;;;;Надежность и диагностика систем управления технологическими процессами;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов
;;;;;;;;;;;Раевич К.В.;Раевич К.В.;Мерко М.А.;Мерко М.А.;Макуха Л.В.;Макуха Л.В.;Гордеева А.Т.;Романовская А.А.;;;;;;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Шиманович Р.С.;Шиманович Р.С.;;;;;;;Ченцов С.В.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.;Дьячук П.П.
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;4-16;4-16;4-13;4-13;3-01;3-01;2-01;2-02;;;;;;;;;;5-01;5-01;4-10;4-10;;;;;;;4-11;1-15;1-15;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Управление ИТ-проектами;Управление ИТ-проектами;Методы цифровой трансформации;Методы цифровой трансформации;Операционные системы;Операционные системы;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;;;Надежность и диагностика систем управления технологическими процессами;Разработка интерфейсов;Разработка интерфейсов;Разработка интерфейсов;Разработка интерфейсов;Разработка интерфейсов;Разработка интерфейсов
;;;;;;;;;;;Раевич К.В.;Раевич К.В.;Мерко М.А.;Мерко М.А.;Макуха Л.В.;Макуха Л.В.;;;Ямских Т.Н.;Романовская А.А.;;;;;;;Кустицкая Т.А.;Кустицкая Т.А.;Кустицкая Т.А.;Кустицкая Т.А.;Кустицкая Т.А.;;;;;;;Ченцов С.В.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;лекция;лекция;лекция;лекция;лекция;;;;;;;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;4-16;4-16;4-13;4-13;3-01;3-01;;;2-01;2-02;;;;;;;1-15;1-15;1-15;1-15;1-15;;;;;;;4-11;1-19;1-19;1-19;1-19;1-19;1-19
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;17.40 - 19.15;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;Управление ИТ-проектами;Управление ИТ-проектами;Методы цифровой трансформации;Методы цифровой трансформации;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;Личностное развитие и командообразование;Личностное развитие и командообразование;Теория функций комплексного переменного;Теория функций комплексного переменного;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;;;;;;;;;;;
;;;;;;;;;;;;;Раевич К.В.;Раевич К.В.;Мерко М.А.;Мерко М.А.;;;;;;;;;;;;Седых Т.В.;Седых Т.В.;Кочеткова Т.О.;Кочеткова Т.О.;Шестаков В.Н.;Шестаков В.Н.;;;;;;;;;;;
;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;;;;;;;;;;;
;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;;;;;;;;;
;;;;;;;;;;;;;4-16;4-16;4-13;4-13;;;;;;;;;;;;1-17;1-17;5-01;5-01;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;Управление ИТ-проектами;Управление ИТ-проектами;Методы цифровой трансформации;Методы цифровой трансформации;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;Личностное развитие и командообразование;Личностное развитие и командообразование;;;;;;;;Язык Python для анализа данных;Язык Python для анализа данных;Язык Python для анализа данных;Язык Python для анализа данных;Язык Python для анализа данных;Язык Python для анализа данных
;;;;;;;;;;;;;Раевич К.В.;Раевич К.В.;Мерко М.А.;Мерко М.А.;;;;;;;;;;;;;;Седых Т.В.;Седых Т.В.;;;;;;;;Фельдман А.Г.;Фельдман А.Г.;Фельдман А.Г.;Фельдман А.Г.;Фельдман А.Г.;Фельдман А.Г.
;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция
;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;;;4-16;4-16;4-13;4-13;;;;;;;;;;;;;;1-17;1-17;;;;;;;;1-19;1-19;1-19;1-19;1-19;1-19
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;синхронно;синхронно;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
Среда;8.30 - 10.05;1;;;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;;;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;Брюханова Н.А.;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
;;2;;;;;;;;;;;;;Физическая культура и спорт;Физическая культура и спорт;;;;;;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;;;;;;;;;;;;;Брюханова Н.А.;Брюханова Н.А.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;асинхронно;асинхронно;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
;10.15 - 11.50;1;;;;;;;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;Методы цифровой трансформации;Методы цифровой трансформации;Методы цифровой трансформации;Методы цифровой трансформации;;;;;Инженерия требований к программному обеспечению;Инженерия требований к программному обеспечению;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;;;;;;;;;Романовская А.А.;Лабушева Т.М.;Мерко М.А.;Мерко М.А.;Мерко М.А.;Мерко М.А.;;;;;Кукарцев В.В.;Кукарцев В.В.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;;;;;https://e.sfu-kras.ru/course/view.php?id=32116;https://e.sfu-kras.ru/course/view.php?id=32116;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;;;;;асинхронно;асинхронно;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
;;2;;;;;;;;;;;Методы цифровой трансформации;Методы цифровой трансформации;Методы цифровой трансформации;Методы цифровой трансформации;;;;;Инженерия требований к программному обеспечению;Инженерия требований к программному обеспечению;Профессионально-ориентированный иностранный язык;Профессионально-ориентированный иностранный язык;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;;;;;;;;;;;Мерко М.А.;Мерко М.А.;Мерко М.А.;Мерко М.А.;;;;;Кукарцев В.В.;Кукарцев В.В.;Гордеева А.Т.;Лабушева Т.М.;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;лекция;лекция;лекция;лекция;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;https://e.sfu-kras.ru/course/view.php?id=32055;;;;;https://e.sfu-kras.ru/course/view.php?id=32116;https://e.sfu-kras.ru/course/view.php?id=32116;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;асинхронно;асинхронно;асинхронно;асинхронно;;;;;асинхронно;асинхронно;асинхронно;асинхронно;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
;12.00 - 13.35;1;;;;;;;;;;;;;;;;;;;Теория систем;Теория систем;Инженерия требований к программному обеспечению;Инженерия требований к программному обеспечению;;Профессионально-ориентированный иностранный язык;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;;;;;;;;;;;;;;;;;;;Иконников О.А.;Иконников О.А.;Кукарцев В.В.;Кукарцев В.В.;;Романовская А.А.;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;пр. занятие;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;ЭИОС;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=33913;https://e.sfu-kras.ru/course/view.php?id=33913;https://e.sfu-kras.ru/course/view.php?id=32116;https://e.sfu-kras.ru/course/view.php?id=32116;;https://e.sfu-kras.ru/course/view.php?id=7560;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;асинхронно;асинхронно;асинхронно;асинхронно;;асинхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
;;2;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;;;Английский язык для профессиональных целей;Английский язык для профессиональных целей;;;Физическая культура и спорт;Физическая культура и спорт;Инженерия требований к программному обеспечению;Инженерия требований к программному обеспечению;Теория вычислительного обучения;Теория вычислительного обучения;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;
;;;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.;;;Даниленко А.С.;Романовская А.А.;;;Гордеева А.Т.;Романовская А.А.;;;Качаева Ю.В.;Качаева Ю.В.;Кукарцев В.В.;Кукарцев В.В.;Пересунько Е.О.;Пересунько Е.О.;;;;;;;;;;;;;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;;;ЭИОС;ЭИОС;;;ЭИОС;ЭИОС;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;
;;;34-14;34-14;34-14;34-14;34-14;34-14;34-14;34-14;;;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;;;https://e.sfu-kras.ru/course/view.php?id=7560;https://e.sfu-kras.ru/course/view.php?id=7560;;;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32561;https://e.sfu-kras.ru/course/view.php?id=32116;https://e.sfu-kras.ru/course/view.php?id=32116;4-16;4-16;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;асинхронно;асинхронно;;;асинхронно;асинхронно;;;асинхронно;асинхронно;асинхронно;асинхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;
