Дни;Часы;Неделя;09.03.01 Информатика и вычислительная техника;;;;;;;;;;;;;;09.03.04 Программная инженерия;;;;;;01.03.04 Прикладная математика;10.05.01 Компьютерная безопасность;;10.05.03 Информационная безопасность автоматизированных систем;;10.03.01 Информационная безопасность;;27.03.03 Системный анализ и управление;;27.03.04 Управление в технических системах;;15.03.04 Автоматизация технологических процессов и производств;09.03.03 Прикладная информатика;;;
;;;КИ20-06б                                     (1 подгруппа);КИ20-06б                                     (2 подгруппа);КИ20-07б                                     (1 подгруппа);КИ20-07б                                     (2 подгруппа);КИ20-08б                                     (1 подгруппа);КИ20-08б                                     (2 подгруппа);КИ20-11б                                     (1 подгруппа);КИ20-11б                                     (2 подгруппа);КИ20-12б                                     (1 подгруппа);КИ20-12б                                     (2 подгруппа);КИ20-13б                                     (1 подгруппа);КИ20-13б                                     (2 подгруппа);КИ20-14б                                     (1 подгруппа);КИ20-14б                                     (2 подгруппа);КИ21-16/1б                                     (1 подгруппа);КИ20-16/1б                                     (2 подгруппа);КИ20-16/2б                                     (1 подгруппа);КИ20-16/2б                                     (2 подгруппа);КИ20-17/1б                                     (1 подгруппа);КИ20-17/1б                                     (2 подгруппа);КИ20-18б;КИ20-01                                     (1 подгруппа);КИ20-01                                     (2 подгруппа);КИ20-02                                     (1 подгруппа);КИ20-02                                     (2 подгруппа);КИ20-02/1б                                     (1 подгруппа);КИ20-02/1б                                     (2 подгруппа);КИ20-03б                                     (1 подгруппа);КИ20-03б                                     (2 подгруппа);КИ20-04б                                     (1 подгруппа);КИ20-04б                                     (2 подгруппа);КИ20-05б                                    ;КИ20-20б                                     (1 подгруппа);КИ20-20б                                     (2 подгруппа);КИ20-21б                                     (1 подгруппа);КИ20-21б                                     (2 подгруппа)
;;;;;;;;;пр. занятие;пр. занятие;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;лекция;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;
;;;;;;;;;ЭИОС;ЭИОС;Корпус №15;Корпус №15;Корпус №15;Корпус №15;ЭИОС;ЭИОС;;;;;;;Корпус №17;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=34332;https://e.sfu-kras.ru/course/view.php?id=34332;5-01;5-01;4-15;4-15;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;;;;;;;1-17;;;https://e.sfu-kras.ru/course/view.php?id=22771;https://e.sfu-kras.ru/course/view.php?id=22771;3-21;3-21;4-12;4-12;1-14;1-14;1-14;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Технологии внедрения программного обеспечения;Технологии внедрения программного обеспечения;;;Информационные системы на предприятиях;Информационные системы на предприятиях;Экономическая культура и финансовая грамотность;Экономическая культура и финансовая грамотность;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Анализ данных;;;Научно-исследовательская работа;Научно-исследовательская работа;Основы управленческой деятельности;Основы управленческой деятельности;;;Автоматизированное проектирование технических систем;Автоматизированное проектирование технических систем;Автоматизированное проектирование технических систем;;;;
;;;;;;;;;Кононова Н.В.;Кононова Н.В.;;;Троценко Л.С.;Троценко Л.С.;Березовая В.В.;Березовая В.В.;;;;;;;Кустицкая Т.А.;;;Шрам Е.Г.;Шрам Е.Г.;Кочкин П.В.;Кочкин П.В.;;;Носкова Е.Е.;Носкова Е.Е.;Носкова Е.Е.;;;;
;;;;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;лекция;;;практика;практика;пр. занятие;пр. занятие;;;лекция;лекция;лекция;;;;
;;;;;;;;;ЭИОС;ЭИОС;;;Корпус №15;Корпус №15;ЭИОС;ЭИОС;;;;;;;Корпус №17;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=34332;https://e.sfu-kras.ru/course/view.php?id=34332;;;4-15;4-15;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;;;;;;;1-17;;;;;3-21;3-21;;;1-14;1-14;1-14;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;;;;
;14.10 - 15.45;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;Методы искусственного интеллекта;Методы искусственного интеллекта;Моделирование процессов и систем;Технологии веб-ГИС;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Анализ данных;;;;;;;;;Информационно-управляющие системы;Информационно-управляющие системы;Автоматизированное проектирование технических систем;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности
;;;;;;;;;Шамехина Э.В.;Шамехина Э.В.;Мерко М.А.;Мерко М.А.;Картушинский А.В.;Вакансия;;;;;;;;;Кустицкая Т.А.;;;;;;;;;Дрозд О.В.;Дрозд О.В.;Носкова Е.Е.;Бортновский С.В.;Бортновский С.В.;Бортновский С.В.;Бортновский С.В.
;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;3-21;3-21;4-01;4-20;;;;;;;;;4-17;;;;;;;;;4-23;4-23;1-14;1-19;1-19;1-19;1-19
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;Методы искусственного интеллекта;Методы искусственного интеллекта;Моделирование процессов и систем;Технологии веб-ГИС;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Анализ данных;;;Научно-исследовательская работа;Научно-исследовательская работа;;;;;Информационно-управляющие системы;Информационно-управляющие системы;Автоматизированное проектирование технических систем;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности;Технологии виртуальной и дополненной реальности
;;;;;;;;;;;Мерко М.А.;Мерко М.А.;Картушинский А.В.;Вакансия;;;;;;;;;Кустицкая Т.А.;;;Шрам Е.Г.;Шрам Е.Г.;;;;;Дрозд О.В.;Дрозд О.В.;Носкова Е.Е.;Бортновский С.В.;Бортновский С.В.;Бортновский С.В.;Бортновский С.В.
;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;;;практика;практика;;;;;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;3-21;3-21;4-01;4-20;;;;;;;;;4-17;;;;;;;;;4-23;4-23;1-14;1-19;1-19;1-19;1-19
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Разработка Web-приложений;Разработка Web-приложений;;;Технологии веб-ГИС;Моделирование процессов и систем;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;;;;;Автоматизированное проектирование технических систем;Автоматизированное проектирование технических систем;Проектирование цифровых устройств;Облачные технологии и сервисы;Облачные технологии и сервисы;Тестирование и контроль качества ПО;Тестирование и контроль качества ПО
;;;;;;;;;Кушнаренко А.В.;Кушнаренко А.В.;;;Вакансия;Картушинский А.В.;;;;;;;;;;;;;;;;;;Носкова Е.Е.;Носкова Е.Е.;Дрозд О.В.;Удалова Ю.В.;Удалова Ю.В.;Рогалев А.А.;Рогалев А.А.
;;;;;;;;;лекция;лекция;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=21731;https://e.sfu-kras.ru/course/view.php?id=21731;;;4-20;4-01;;;;;;;;;;;;;;;;;;1-14;1-14;4-23;4-17;4-17;4-12;4-12
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;Компьютерное зрение. Часть 1;Компьютерное зрение. Часть 1;Технологии веб-ГИС;Моделирование процессов и систем;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;Математика сложных процессов;;;;;;;;;Автоматизированное проектирование технических систем;Автоматизированное проектирование технических систем;Проектирование цифровых устройств;Облачные технологии и сервисы;Облачные технологии и сервисы;Тестирование и контроль качества ПО;Тестирование и контроль качества ПО
;;;;;;;;;;;Пятаева А.В.;Пятаева А.В.;Вакансия;Картушинский А.В.;;;;;;;;;Кириллова С.В.;;;;;;;;;Носкова Е.Е.;Носкова Е.Е.;Дрозд О.В.;Удалова Ю.В.;Удалова Ю.В.;Рогалев А.А.;Рогалев А.А.
;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;1-18;1-18;4-20;4-01;;;;;;;;;5-10;;;;;;;;;1-14;1-14;4-23;4-17;4-17;4-12;4-12
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;17.40 - 19.15;1;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;;;;;Цифровые системы управления;Цифровые системы управления;SCADA-системы;Тестирование и контроль качества ПО;Тестирование и контроль качества ПО;Тестирование и контроль качества ПО;Тестирование и контроль качества ПО
;;;;;;;;;;;;;Шамехина Э.В.;Шамехина Э.В.;;;;;;;;;;;;;;;;;;Ченцов С.В.;Ченцов С.В.;Авласко П.В.;Рогалев А.А.;Рогалев А.А.;Рогалев А.А.;Рогалев А.А.
;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;лекция;лекция;пр. занятие;лекция;лекция;лекция;лекция
;;;;;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4-11;4-11;1-14;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;асинхронно;асинхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;;;;;;;;;;;;;Облачные технологии и сервисы;Облачные технологии и сервисы;Облачные технологии и сервисы;Облачные технологии и сервисы
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Удалова Ю.В.;Удалова Ю.В.;Удалова Ю.В.;Удалова Ю.В.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;лекция;лекция;лекция;лекция
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
Среда;8.30 - 10.05;1;;;;;;;Трехмерное моделирование и анимация;Трехмерное моделирование и анимация;Информационно-вычислительные сети;Информационно-вычислительные сети;;;;;Технологии анализа данных;Технологии анализа данных;Технологии анализа данных;Технологии анализа данных;Тестирование программного обеспечения;Тестирование программного обеспечения;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;;;;;;;Аникьева М.А.;Аникьева М.А.;Вакансия;Вакансия;;;;;Пересунько Е.О.;Пересунько Е.О.;Пересунько Е.О.;Пересунько Е.О.;Богданов К.В.;Богданов К.В.;;;;;;;;;;;;;;;;
;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;
;;;;;;;;;2-17;2-17;3-01;3-01;;;;;4-23;4-23;4-23;4-23;4-19;4-19;;;;;;;;;;;;;;;;
;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;;;;;;;;;Информационно-вычислительные сети;Информационно-вычислительные сети;;;;;Технологии анализа данных;Технологии анализа данных;Технологии анализа данных;Технологии анализа данных;Тестирование программного обеспечения;Тестирование программного обеспечения;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;;;;;;;;;Вакансия;Вакансия;;;;;Пересунько Е.О.;Пересунько Е.О.;Пересунько Е.О.;Пересунько Е.О.;Богданов К.В.;Богданов К.В.;;;;;;;;;;;;;;;;
;;;;;;;;;;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;
;;;;;;;;;;;3-01;3-01;;;;;4-23;4-23;4-23;4-23;4-19;4-19;;;;;;;;;;;;;;;;
;;;;;;;;;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;10.15 - 11.50;1;;;;;;;Графический дизайн интерфейса;Графический дизайн интерфейса;Моделирование;Моделирование;;;;;Тестирование программного обеспечения;Тестирование программного обеспечения;Тестирование программного обеспечения;Тестирование программного обеспечения;Технологии анализа данных;Технологии анализа данных;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;;;;;;;Аникьева М.А.;Аникьева М.А.;Перфильев Д.А.;Перфильев Д.А.;;;;;Богданов К.В.;Богданов К.В.;Богданов К.В.;Богданов К.В.;Пересунько Е.О.;Пересунько Е.О.;;;;;;;;;;;;;;;;
;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;
;;;;;;;;;2-17;2-17;4-21;4-21;;;;;4-19;4-19;4-19;4-19;4-17;4-17;;;;;;;;;;;;;;;;
;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;;;;;Графический дизайн интерфейса;Графический дизайн интерфейса;Моделирование;Моделирование;;;;;Тестирование программного обеспечения;Тестирование программного обеспечения;Тестирование программного обеспечения;Тестирование программного обеспечения;Технологии анализа данных;Технологии анализа данных;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Шамехина Э.В.;Шамехина Э.В.;;;;;Аникьева М.А.;Аникьева М.А.;Перфильев Д.А.;Перфильев Д.А.;;;;;Богданов К.В.;Богданов К.В.;Богданов К.В.;Богданов К.В.;Пересунько Е.О.;Пересунько Е.О.;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;;;;;лекция;лекция;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;ЭИОС;ЭИОС;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;
;;;https://e.sfu-kras.ru/course/view.php?id=36710;https://e.sfu-kras.ru/course/view.php?id=36710;;;;;2-17;2-17;4-21;4-21;;;;;4-19;4-19;4-19;4-19;4-17;4-17;;;;;;;;;;;;;;;;
;;;асинхронно;асинхронно;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;12.00 - 13.35;1;Гибридные вычислительные системы;Гибридные вычислительные системы;;;;;;;Моделирование;Моделирование;;;;;;;;;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Тарасов С.А.;Тарасов С.А.;;;;;;;Перфильев Д.А.;Перфильев Д.А.;;;;;;;;;Шамехина Э.В.;Шамехина Э.В.;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;;;;;;;лекция;лекция;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;;;;;;;Корпус №15;Корпус №15;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;
;;;4-19;4-19;;;;;;;4-15;4-15;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;;;;;;;синхронно;синхронно;;;;;;;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Гибридные вычислительные системы;Гибридные вычислительные системы;;;;;Графический дизайн интерфейса;Графический дизайн интерфейса;Моделирование;Моделирование;;;;;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Тарасов С.А.;Тарасов С.А.;;;;;Тамаровская А.Н.;Тамаровская А.Н.;Перфильев Д.А.;Перфильев Д.А.;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;лекция;лекция;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;4-19;4-19;;;;;2-17;2-17;4-15;4-15;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;14.10 - 15.45;1;Микропроцессорные системы;Микропроцессорные системы;;;;;;;Технологии внедрения программного обеспечения;Технологии внедрения программного обеспечения;;;Моделирование процессов и систем;Технологии веб-ГИС;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Хантимиров А.Г.;Хантимиров А.Г.;;;;;;;Кононова Н.В.;Кононова Н.В.;;;Картушинский А.В.;Вакансия;;;;;;;;;;;;;;;;;;;;;;
;;;лаб. работа;лаб. работа;;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;;;;;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №15;;;;;;;;;;;;;;;;;;;;;;
;;;4-19;4-19;;;;;;;https://e.sfu-kras.ru/course/view.php?id=34332;https://e.sfu-kras.ru/course/view.php?id=34332;;;4-01;4-15;;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;;;;;;;асинхронно;асинхронно;;;синхронно;синхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Микропроцессорные системы;Микропроцессорные системы;;;;;Графический дизайн интерфейса;Графический дизайн интерфейса;Технологии внедрения программного обеспечения;Технологии внедрения программного обеспечения;;;Моделирование процессов и систем;Технологии веб-ГИС;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Хантимиров А.Г.;Хантимиров А.Г.;;;;;Тамаровская А.Н.;Тамаровская А.Н.;Кононова Н.В.;Кононова Н.В.;;;Картушинский А.В.;Вакансия;;;;;;;;;;;;;;;;;;;;;;
;;;лаб. работа;лаб. работа;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;ЭИОС;ЭИОС;;;Корпус №17;Корпус №15;;;;;;;;;;;;;;;;;;;;;;
;;;4-19;4-19;;;;;2-17;2-17;https://e.sfu-kras.ru/course/view.php?id=34332;https://e.sfu-kras.ru/course/view.php?id=34332;;;4-01;4-15;;;;;;;;;;;;;;;;;;;;;;
;;;синхронно;синхронно;;;;;синхронно;синхронно;асинхронно;асинхронно;;;синхронно;синхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;Методы проектирования и САПР вычислительных систем;Методы проектирования и САПР вычислительных систем;Микропроцессорные системы;Микропроцессорные системы;;;;;;;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Технологии веб-ГИС;Моделирование процессов и систем;;;;;;;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки;День военной подготовки
;;;Бронов С.А.;Бронов С.А.;Хантимиров А.Г.;Хантимиров А.Г.;;;;;;;Брежнев Р.В.;Брежнев Р.В.;Вакансия;Картушинский А.В.;;;;;;;;;;;;;;;;;;;;;;
;;;пр. занятие;пр. занятие;лаб. работа;лаб. работа;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;ЭИОС;ЭИОС;Корпус №15;Корпус №17;;;;;;;;;;;;;;;;;;;;;;
