Дни;Часы;Неделя;09.03.01 Информатика и вычислительная техника;;;;;;;;;;;;;;09.03.04 Программная инженерия;;;;;;01.03.04 Прикладная математика;10.05.01 Компьютерная безопасность;;10.05.03 Информационная безопасность автоматизированных систем;;10.03.01 Информационная безопасность;;27.03.03 Системный анализ и управление;;27.03.04 Управление в технических системах;;15.03.04 Автоматизация технологических процессов и производств;09.03.03 Прикладная информатика;;;
;;;КИ20-06б                                     (1 подгруппа);КИ20-06б                                     (2 подгруппа);КИ20-07б                                     (1 подгруппа);КИ20-07б                                     (2 подгруппа);КИ20-08б                                     (1 подгруппа);КИ20-08б                                     (2 подгруппа);КИ20-11б                                     (1 подгруппа);КИ20-11б                                     (2 подгруппа);КИ20-12б                                     (1 подгруппа);КИ20-12б                                     (2 подгруппа);КИ20-13б                                     (1 подгруппа);КИ20-13б                                     (2 подгруппа);КИ20-14б                                     (1 подгруппа);КИ20-14б                                     (2 подгруппа);КИ21-16/1б                                     (1 подгруппа);КИ20-16/1б                                     (2 подгруппа);КИ20-16/2б                                     (1 подгруппа);КИ20-16/2б                                     (2 подгруппа);КИ20-17/1б                                     (1 подгруппа);КИ20-17/1б                                     (2 подгруппа);КИ20-18б;КИ20-01                                     (1 подгруппа);КИ20-01                                     (2 подгруппа);КИ20-02                                     (1 подгруппа);КИ20-02                                     (2 подгруппа);КИ20-02/1б                                     (1 подгруппа);КИ20-02/1б                                     (2 подгруппа);КИ20-03б                                     (1 подгруппа);КИ20-03б                                     (2 подгруппа);КИ20-04б                                     (1 подгруппа);КИ20-04б                                     (2 подгруппа);КИ20-05б                                    ;КИ20-20б                                     (1 подгруппа);КИ20-20б                                     (2 подгруппа);КИ20-21б                                     (1 подгруппа);КИ20-21б                                     (2 подгруппа)
;;;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;;;;;;;Кириллова С.В.;Кацунова А.С.;Кацунова А.С.;;;;;Ликсонова Д.И.;Ликсонова Д.И.;;;;;;Сизова Т.Н.;Сизова Т.Н.
;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;;;;;Корпус №15;Корпус №15
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;5-02;5-12;5-12;;;;;4-12;4-12;;;;;;4-15;4-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;;;;;;;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;;;;;;синхронно;синхронно
;;2;Автоматизация проектирования встраиваемых систем;Автоматизация проектирования встраиваемых систем;Автоматизация проектирования встраиваемых систем;Автоматизация проектирования встраиваемых систем;Автоматизация проектирования встраиваемых систем;Автоматизация проектирования встраиваемых систем;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;;;;;;;;;;;;;;Управление в организационных системах;Управление в организационных системах;;;;Машинное обучение;Машинное обучение;Интеллектуальный анализ данных;Интеллектуальный анализ данных
;;;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Бронов С.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;Маглинец Ю.А.;;;;;;;;;;;;;;Ликсонова Д.И.;Ликсонова Д.И.;;;;Кустов Д.В.;Кустов Д.В.;Сизова Т.Н.;Сизова Т.Н.
;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;;;;;;;;4-12;4-12;;;;4-20;4-20;4-15;4-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;;;;;;;;;;;;;;синхронно;синхронно;;;;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Разработка Web-приложений;Разработка Web-приложений;Экономическая культура и финансовая грамотность;Экономическая культура и финансовая грамотность;;;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;;;;;;;Математика сложных процессов;Компьютерные сети;Компьютерные сети;Социология;Социология;;;Системный анализ, оптимизация и принятие решений;Системный анализ, оптимизация и принятие решений;Управление автономными системами;Управление автономными системами;;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Web-технологии;Web-технологии
;;;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кушнаренко А.В.;Кушнаренко А.В.;Березовая В.В.;Березовая В.В.;;;Брежнев Р.В.;Брежнев Р.В.;;;;;;;Симонов К.В.;Русак И.А.;Русак И.А.;Малимонов И.В.;Малимонов И.В.;;;Чубарова О.В.;Чубарова О.В.;Краснобаев Ю.В.;Краснобаев Ю.В.;;Сизова Т.Н.;Сизова Т.Н.;Медведев М.С.;Медведев М.С.
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;лекция;лекция;лекция;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;ЭИОС;ЭИОС;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №15;Корпус №15;Корпус №17;Корпус №17
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=21731;https://e.sfu-kras.ru/course/view.php?id=21731;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;;;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;1-18;1-16;1-16;2-03;2-03;;;4-21;4-21;1-14;1-14;;4-15;4-15;4-10;4-10
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
;;2;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Гибридные вычислительные системы;Разработка Web-приложений;Разработка Web-приложений;Экономическая культура и финансовая грамотность;Экономическая культура и финансовая грамотность;;;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;;;;;;;;Компьютерные сети;Компьютерные сети;;;;;Системный анализ, оптимизация и принятие решений;Системный анализ, оптимизация и принятие решений;Управление техническими системами и процессами;Управление техническими системами и процессами;;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Web-технологии;Web-технологии
;;;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кузьмин Д.А.;Кушнаренко А.В.;Кушнаренко А.В.;Березовая В.В.;Березовая В.В.;;;Брежнев Р.В.;Брежнев Р.В.;;;;;;;;Русак И.А.;Русак И.А.;;;;;Чубарова О.В.;Чубарова О.В.;Солопко И.В.;Солопко И.В.;;Сизова Т.Н.;Сизова Т.Н.;Медведев М.С.;Медведев М.С.
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;лекция;лекция;;;;;пр. занятие;пр. занятие;лекция;лекция;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;ЭИОС;ЭИОС;;;;;;;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №15;Корпус №15;Корпус №17;Корпус №17
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=21731;https://e.sfu-kras.ru/course/view.php?id=21731;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;;;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;;1-16;1-16;;;;;4-21;4-21;1-14;1-14;;4-15;4-15;4-10;4-10
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
;17.40 - 19.15;1;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Экономическая культура и финансовая грамотность;Экономическая культура и финансовая грамотность;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;;;;;;;;;;;;Компьютерные сети;Компьютерные сети;Социология;Социология;;;;;Управление техническими системами и процессами;Управление техническими системами и процессами;;Web-технологии;Web-технологии;Облачные технологии и сервисы;Облачные технологии и сервисы
;;;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Березовая В.В.;Березовая В.В.;Брежнев Р.В.;Брежнев Р.В.;;;;;;;;;;;;Русак И.А.;Русак И.А.;Малимонов И.В.;Малимонов И.В.;;;;;Солопко И.В.;Солопко И.В.;;Медведев М.С.;Медведев М.С.;Удалова Ю.В.;Удалова Ю.В.
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;лаб. работа;лаб. работа;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №15;Корпус №15
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;;;;;;4-16;4-16;2-03;2-03;;;;;3-21;3-21;;4-10;4-10;4-15;4-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
;;2;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Экономическая культура и финансовая грамотность;Экономическая культура и финансовая грамотность;Методы и средства проектирования информационных систем и технологий;Методы и средства проектирования информационных систем и технологий;;;;;;;;;;;;Компьютерные сети;Компьютерные сети;;;;;;;Управление техническими системами и процессами;Управление техническими системами и процессами;;Web-технологии;Web-технологии;Облачные технологии и сервисы;Облачные технологии и сервисы
;;;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Яблонский А.П.;Березовая В.В.;Березовая В.В.;Брежнев Р.В.;Брежнев Р.В.;;;;;;;;;;;;Русак И.А.;Русак И.А.;;;;;;;Солопко И.В.;Солопко И.В.;;Медведев М.С.;Медведев М.С.;Удалова Ю.В.;Удалова Ю.В.
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;лаб. работа;лаб. работа;;;;;;;пр. занятие;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;Корпус №14;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №15;Корпус №15
;;;34-14;34-14;34-14;34-14;34-14;34-14;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=34769;https://e.sfu-kras.ru/course/view.php?id=1647;https://e.sfu-kras.ru/course/view.php?id=1647;;;;;;;;;;;;4-16;4-16;;;;;;;3-21;3-21;;4-10;4-10;4-15;4-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;;;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
Пятница;8.30 - 10.05;1;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Методы проектирования и САПР вычислительных систем;Методы проектирования и САПР вычислительных систем;Организация процесса проектирования программного обеспечения;Организация процесса проектирования программного обеспечения;;;;;;;;;;;;;;;;;;;;Криптографические протоколы;Криптографические протоколы;Хранилища данных;Хранилища данных;;;Автоматизация технологических процессов и производств;Web-технологии;Web-технологии;Web-технологии;Web-технологии
;;;Яблонский А.П.;Яблонский А.П.;Бронов С.А.;Бронов С.А.;Васильев В.С.;Васильев В.С.;;;;;;;;;;;;;;;;;;;;Кукарцев М.А.;Кукарцев М.А.;Пупков А.Н.;Пупков А.Н.;;;Чубарь А.В.;Медведев М.С.;Медведев М.С.;Медведев М.С.;Медведев М.С.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;;;лекция;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;4-19;4-19;4-12;4-12;4-13;4-13;;;;;;;;;;;;;;;;;;;;5-15;5-15;4-01;4-01;;;1-14;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Методы проектирования и САПР вычислительных систем;Методы проектирования и САПР вычислительных систем;Организация процесса проектирования программного обеспечения;Организация процесса проектирования программного обеспечения;;;;;;;;;;;;;;;;;;;;Криптографические протоколы;Криптографические протоколы;Хранилища данных;Хранилища данных;Организация и планирование производств;Организация и планирование производств;;Web-технологии;Web-технологии;Web-технологии;Web-технологии
;;;Яблонский А.П.;Яблонский А.П.;Бронов С.А.;Бронов С.А.;Васильев В.С.;Васильев В.С.;;;;;;;;;;;;;;;;;;;;Кукарцев М.А.;Кукарцев М.А.;Пупков А.Н.;Пупков А.Н.;Солопко И.В.;Солопко И.В.;;Медведев М.С.;Медведев М.С.;Медведев М.С.;Медведев М.С.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;4-19;4-19;4-12;4-12;4-13;4-13;;;;;;;;;;;;;;;;;;;;5-15;5-15;4-01;4-01;3-21;3-21;;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
;10.15 - 11.50;1;Организация процесса проектирования программного обеспечения;Организация процесса проектирования программного обеспечения;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Методы проектирования и САПР вычислительных систем;Методы проектирования и САПР вычислительных систем;;;;;;;;;;;;;;;;Безопасность систем искусственного интеллекта;Безопасность систем искусственного интеллекта;;;Криптографические протоколы;Криптографические протоколы;Хранилища данных;Хранилища данных;;;Автоматизация технологических процессов и производств;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Интеллектуальный анализ данных
;;;Васильев В.С.;Васильев В.С.;Яблонский А.П.;Яблонский А.П.;Бронов С.А.;Бронов С.А.;;;;;;;;;;;;;;;;Ложников П.С.;Ложников П.С.;;;Русин М.И.;Русин М.И.;Пупков А.Н.;Пупков А.Н.;;;Чубарь А.В.;Сизова Т.Н.;Сизова Т.Н.;Сизова Т.Н.;Сизова Т.Н.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;лекция;лекция;;;лаб. работа;лаб. работа;пр. занятие;пр. занятие;;;пр. занятие;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;4-13;4-13;4-19;4-19;4-12;4-12;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36757;https://e.sfu-kras.ru/course/view.php?id=36757;;;4-02;4-02;4-01;4-01;;;1-14;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;асинхронно;асинхронно;;;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Организация процесса проектирования программного обеспечения;Организация процесса проектирования программного обеспечения;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Методы проектирования и САПР вычислительных систем;Методы проектирования и САПР вычислительных систем;;;;;;;;;;;;;;;;Безопасность систем искусственного интеллекта;Безопасность систем искусственного интеллекта;;;Криптографические протоколы;Криптографические протоколы;Хранилища данных;Хранилища данных;Организация и планирование производств;Организация и планирование производств;Автоматизация технологических процессов и производств;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Интеллектуальный анализ данных;Интеллектуальный анализ данных
;;;Васильев В.С.;Васильев В.С.;Яблонский А.П.;Яблонский А.П.;Бронов С.А.;Бронов С.А.;;;;;;;;;;;;;;;;Ложников П.С.;Ложников П.С.;;;Русин М.И.;Русин М.И.;Пупков А.Н.;Пупков А.Н.;Солопко И.В.;Солопко И.В.;Чубарь А.В.;Сизова Т.Н.;Сизова Т.Н.;Сизова Т.Н.;Сизова Т.Н.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;лекция;лекция;;;лаб. работа;лаб. работа;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;4-13;4-13;4-19;4-19;4-12;4-12;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36757;https://e.sfu-kras.ru/course/view.php?id=36757;;;4-02;4-02;4-01;4-01;3-21;3-21;1-14;1-15;1-15;1-15;1-15
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;асинхронно;асинхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;12.00 - 13.35;1;;;Организация процесса проектирования программного обеспечения;Организация процесса проектирования программного обеспечения;Программное обеспечение автономных систем;Программное обеспечение автономных систем;Графический дизайн интерфейса;Графический дизайн интерфейса;;;;;;;;;;;Модели и методы искусственного интеллекта;Модели и методы искусственного интеллекта;Интегральные преобразования и их применение;Безопасность систем искусственного интеллекта;Безопасность систем искусственного интеллекта;Численные методы;Численные методы;;;;;SCADA-системы;SCADA-системы;;Интернет предпринимательство;Интернет предпринимательство;Интернет предпринимательство;Интернет предпринимательство
;;;;;Васильев В.С.;Васильев В.С.;Яблонский А.П.;Яблонский А.П.;Тамаровская А.Н.;Тамаровская А.Н.;;;;;;;;;;;Пенькова Т.Г.;Пенькова Т.Г.;Антипова И.А.;Ложников П.С.;Ложников П.С.;Федорова Н.А.;Федорова Н.А.;;;;;Авласко П.В.;Авласко П.В.;;Демко А.В.;Демко А.В.;Демко А.В.;Демко А.В.
;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;;;;;пр. занятие;пр. занятие;;лекция;лекция;лекция;лекция
;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;Корпус №14;Корпус №14;Корпус №14;Корпус №14
;;;;;4-13;4-13;4-19;4-19;2-17;2-17;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=2998;https://e.sfu-kras.ru/course/view.php?id=2998;1-18;https://e.sfu-kras.ru/course/view.php?id=36757;https://e.sfu-kras.ru/course/view.php?id=36757;5-15;5-15;;;;;1-14;1-14;;34-08;34-08;34-08;34-08
;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно
;;2;;;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;Программное обеспечение автономных систем;Программное обеспечение автономных систем;;;;;;;;;;;;;Модели и методы искусственного интеллекта;Модели и методы искусственного интеллекта;Интегральные преобразования и их применение;Безопасность систем искусственного интеллекта;Безопасность систем искусственного интеллекта;Численные методы;Численные методы;Основы управленческой деятельности;Основы управленческой деятельности;;;SCADA-системы;SCADA-системы;Автоматизированные системы технологической подготовки производства;;;;
;;;;;Шамехина Э.В.;Шамехина Э.В.;Яблонский А.П.;Яблонский А.П.;;;;;;;;;;;;;Пенькова Т.Г.;Пенькова Т.Г.;Антипова И.А.;Ложников П.С.;Ложников П.С.;Федорова Н.А.;Федорова Н.А.;Кочкин П.В.;Кочкин П.В.;;;Авласко П.В.;Авласко П.В.;Солопко И.В.;;;;
;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;;;пр. занятие;пр. занятие;лекция;;;;
;;;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;;;;
;;;;;https://e.sfu-kras.ru/course/view.php?id=36710;https://e.sfu-kras.ru/course/view.php?id=36710;4-19;4-19;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=2998;https://e.sfu-kras.ru/course/view.php?id=2998;1-18;https://e.sfu-kras.ru/course/view.php?id=36757;https://e.sfu-kras.ru/course/view.php?id=36757;5-15;5-15;2-17;2-17;;;1-14;1-14;3-21;;;;
;;;;;асинхронно;асинхронно;синхронно;синхронно;;;;;;;;;;;;;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;;;;
;14.10 - 15.45;1;;;;;Гибридные вычислительные системы;Гибридные вычислительные системы;Трехмерное моделирование и анимация;Трехмерное моделирование и анимация;Основы противодействия экстремизму, терроризму, коррупционному поведению;Основы противодействия экстремизму, терроризму, коррупционному поведению;;;Машинное обучение;Машинное обучение;;;;;Модели и методы искусственного интеллекта;Модели и методы искусственного интеллекта;Математическое моделирование;Параллельное программирование;Параллельное программирование;Психология и педагогика;Психология и педагогика;;;;;Цифровые системы управления;Цифровые системы управления;;;;;
;;;;;;;Тарасов С.А.;Тарасов С.А.;Тамаровская А.Н.;Тамаровская А.Н.;Шамехина Э.В.;Шамехина Э.В.;;;Масич И.С.;Масич И.С.;;;;;Пенькова Т.Г.;Пенькова Т.Г.;Кузенков Н.П.;Удалова Ю.В.;Удалова Ю.В.;Гончаревич Н.А.;Гончаревич Н.А.;;;;;Авласко П.В.;Авласко П.В.;;;;;
