;;Группа:;КИ22-20Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Вторник;8.30 - 10.05;1;;;;;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;Иностранный язык;;;;;;;;;;Иностранный язык;Иностранный язык;Языки программирования. Дополнительные разделы;Языки программирования. Дополнительные разделы;;;;;;;;;;;;;;
;;;;;;;;;;;;;Космидис И.Ф.;Космидис И.Ф.;;Романовская А.А.;;;;;;;;;;Думлер Н.П.;Хлякин О.С.;Титовский С.Н.;Титовский С.Н.;;;;;;;;;;;;;;
;;;;;;;;;;;;;пр. занятие;пр. занятие;;пр. занятие;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;
;;;;;;;;;;;;;Корпус №17;Корпус №17;;Корпус №17;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;
;;;;;;;;;;;;;5-15;5-15;;2-01;;;;;;;;;;2-03;5-02;4-19;4-19;;;;;;;;;;;;;;
;;;;;;;;;;;;;синхронно;синхронно;;синхронно;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;
;;2;;;;;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;;;;;Иностранный язык;Иностранный язык;Языки программирования. Дополнительные разделы;Языки программирования. Дополнительные разделы;;;;;;;;;;;;;;
;;;;;;;;;;;;;Космидис И.Ф.;Космидис И.Ф.;;;;;;;;;;;;Думлер Н.П.;Хлякин О.С.;Титовский С.Н.;Титовский С.Н.;;;;;;;;;;;;;;
;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;
;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;
;;;;;;;;;;;;;5-15;5-15;;;;;;;;;;;;2-03;5-02;4-19;4-19;;;;;;;;;;;;;;
;;;;;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;
;10.15 - 11.50;1;;;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;Языки программирования. Дополнительные разделы;Языки программирования. Дополнительные разделы;Дополнительные главы алгебры;Дополнительные главы алгебры;;;;;;;;;Метрология и измерительная техника автоматизированных систем;Метрология и измерительная техника автоматизированных систем;;;;
;;;;;;;;;;;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;;;;;;;;Титовский С.Н.;Титовский С.Н.;Шлепкин А.А.;Шлепкин А.А.;;;;;;;;;Авласко П.В.;Авласко П.В.;;;;
;;;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;лекция;лекция;;;;
;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;ЭИОС;ЭИОС;;;;
;;;;;;;;;;;1-15;1-15;1-15;1-15;1-15;1-15;1-15;1-15;;;;;;;;4-19;4-19;5-12;5-12;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=10370;https://e.sfu-kras.ru/course/view.php?id=10370;;;;
;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;асинхронно;асинхронно;;;;
;;2;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;Языки программирования. Дополнительные разделы;Языки программирования. Дополнительные разделы;Дополнительные главы алгебры;Дополнительные главы алгебры;;;;;;;Теория вероятностей;Теория вероятностей;;;;;;
;;;Есин Р.В.;Есин Р.В.;Есин Р.В.;Есин Р.В.;Есин Р.В.;Есин Р.В.;;;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;Космидис И.Ф.;;;;;;;;Титовский С.Н.;Титовский С.Н.;Шлепкин А.А.;Шлепкин А.А.;;;;;;;Федотова И.М.;Федотова И.М.;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;пр. занятие;пр. занятие;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;Корпус №15;Корпус №15;;;;;;
;;;1-15;1-15;1-15;1-15;1-15;1-15;;;1-16;1-16;1-16;1-16;1-16;1-16;1-16;1-16;;;;;;;;4-19;4-19;5-12;5-12;;;;;;;3-13;3-13;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;синхронно;синхронно;;;;;;
;12.00 - 13.35;1;;;;;;;Проектирование баз данных;Проектирование баз данных;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;Теория алгоритмов;;;Физическая культура и спорт;Физическая культура и спорт;;;;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;Зеленые компетенции в различных сферах жизни и профессиональной деятельности;;;;
;;;;;;;;;Ефремов И.А.;Ефремов И.А.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;Васильев В.С.;;;Мифтахутдинов Р.З.;Мифтахутдинов Р.З.;;;;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;Красноперова П.А.;;;;
;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;пр. занятие;пр. занятие;;;;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;консультация;;;;
;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;ЭИОС;ЭИОС;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=30993;https://e.sfu-kras.ru/course/view.php?id=30993;1-15;1-15;1-15;1-15;1-15;1-15;1-15;1-15;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;;;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;https://e.sfu-kras.ru/course/view.php?id=34040;;;;
;;;;;;;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;асинхронно;асинхронно;;;;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;асинхронно;;;;
;;2;Физика;Физика;Физика;Физика;Физика;Физика;Теория алгоритмов;Теория алгоритмов;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;Проектирование баз данных;;;;;;;;;;Физическая культура и спорт;Физическая культура и спорт;;;;;;;Объектно-ориентированное программирование;Объектно-ориентированное программирование;;;;;;
;;;Грешилова Н.В.;Грешилова Н.В.;Грешилова Н.В.;Грешилова Н.В.;Грешилова Н.В.;Грешилова Н.В.;Дьячук П.П.;Дьячук П.П.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;Ефремов И.А.;;;;;;;;;;Качаева Ю.В.;Качаева Ю.В.;;;;;;;Даничев А.А.;Даничев А.А.;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;пр. занятие;пр. занятие;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;ЭИОС;ЭИОС;;;;;;;Корпус №17;Корпус №17;;;;;;
;;;1-15;1-15;1-15;1-15;1-15;1-15;https://e.sfu-kras.ru/course/view.php?id=27462;https://e.sfu-kras.ru/course/view.php?id=27462;1-16;1-16;1-16;1-16;1-16;1-16;1-16;1-16;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;;;;;;4-13;4-13;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;асинхронно;асинхронно;;;;;;;синхронно;синхронно;;;;;;
;14.10 - 15.45;1;Физика;Физика;;;;;Проектирование баз данных;Проектирование баз данных;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;;
;;;Грешилова Н.В.;Юшков В.И.;;;;;Халтурин Е.А.;Халтурин Е.А.;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;Сарамуд М.В.;Сарамуд М.В.;Сарамуд М.В.;Сарамуд М.В.;Петрова С.С.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Накрохин В.В.;Накрохин В.В.;;
;;;лаб. работа;лаб. работа;;;;;пр. занятие;пр. занятие;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;
;;;Корпус №80;Корпус №80;;;;;ЭИОС;ЭИОС;;;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;
;;;3-08, 3-10;3-08, 3-10;;;;;https://e.sfu-kras.ru/course/view.php?id=9439;https://e.sfu-kras.ru/course/view.php?id=9439;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=32527;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;
;;;синхронно;синхронно;;;;;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;;
;;2;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Алгоритмы и структуры данных;Проектирование баз данных;Проектирование баз данных;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;Архитектура информационных систем;;;;;;;;Физическая культура и спорт;Физическая культура и спорт;;;;;;;;;Физика;;;;;;;
;;;Вакансия;Вакансия;Вакансия;Вакансия;Вакансия;Вакансия;Халтурин Е.А.;Халтурин Е.А.;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.;;;;;;;;Качаева Ю.В.;Качаева Ю.В.;;;;;;;;;Ли О.А.;;;;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;лаб. работа;;;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;Корпус №15;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;Корпус №80;;;;;;;
;;;1-15;1-15;1-15;1-15;1-15;1-15;https://e.sfu-kras.ru/course/view.php?id=9439;https://e.sfu-kras.ru/course/view.php?id=9439;4-38;4-38;4-38;4-38;4-38;4-38;4-38;4-38;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;;;;;;;;3-08, 3-10;;;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;асинхронно;асинхронно;;;;;;;;;синхронно;;;;;;;
;15.55 - 17.30;1;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;Клиент-серверное программирование;Клиент-серверное программирование;;;;;;;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;;;;;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;;;;;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт
;;;Вакансия;Вакансия;;;;;Латынцев А.А.;Латынцев А.А.;;;;;;;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.;;;;;Нечепуренко В.М.;Нечепуренко В.М.;Демонов В.Н.;Демонов В.Н.;;;;;Авдеев С.П.;Авдеев С.П.;Худик А.А.;Худик А.А.;Худик А.А.;Худик А.А.
;;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;;;;;ЭИОС;ЭИОС;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС
;;;4-07;4-07;;;;;https://e.sfu-kras.ru/course/view.php?id=27121;https://e.sfu-kras.ru/course/view.php?id=27121;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707
;;;синхронно;синхронно;;;;;асинхронно;асинхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;асинхронно;асинхронно;асинхронно;асинхронно;;;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно
;;2;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;Клиент-серверное программирование;Клиент-серверное программирование;;;;;;;;;;;;;;;;;;;;;;;;;;Иностранный язык;;;;;;;
;;;Вакансия;Вакансия;;;;;Латынцев А.А.;Латынцев А.А.;;;;;;;;;;;;;;;;;;;;;;;;;;Даниленко А.С.;;;;;;;
;;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;;;;;;;
;;;Корпус №17;Корпус №17;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;;;Корпус №17;;;;;;;
;;;4-07;4-07;;;;;https://e.sfu-kras.ru/course/view.php?id=27121;https://e.sfu-kras.ru/course/view.php?id=27121;;;;;;;;;;;;;;;;;;;;;;;;;;2-03;;;;;;;
;;;синхронно;синхронно;;;;;асинхронно;асинхронно;;;;;;;;;;;;;;;;;;;;;;;;;;синхронно;;;;;;;
;17.40 - 19.15;1;;;;;;;;;;;;;;;;;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;;;;;;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;Технологии личностного роста и социальных взаимодействий;;;;;;;Физическая культура и спорт;Физическая культура и спорт
;;;;;;;;;;;;;;;;;;;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;;;;;;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;Шестаков В.Н.;;;;;;;Накрохин В.В.;Накрохин В.В.
;;;;;;;;;;;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;пр. занятие;пр. занятие
;;;;;;;;;;;;;;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;;;;;ЭИОС;ЭИОС
;;;;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;;;;;;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;https://e.sfu-kras.ru/course/view.php?id=31327;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707
;;;;;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;асинхронно;асинхронно
;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Среда;8.30 - 10.05;1;;;;;;;;;Технологии личностного роста и социальных взаимодействий;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория алгоритмов;Теория алгоритмов;;;;;;;;;;;;;;;;Физическая культура и спорт;Физическая культура и спорт;Объектно-ориентированное программирование;Объектно-ориентированное программирование;;;;;;
;;;;;;;;;;;Манушкина М.М.;;;;Космидис И.Ф.;Космидис И.Ф.;Халтурин Е.А.;Халтурин Е.А.;;;;;;;;;;;;;;;;Демонов В.Н.;Демонов В.Н.;Даничев А.А.;Даничев А.А.;;;;;;
;;;;;;;;;;;пр. занятие;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;
;;;;;;;;;;;Корпус №17;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;;
;;;;;;;;;;;5-12;;;;5-15;5-15;4-12;4-12;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=31707;https://e.sfu-kras.ru/course/view.php?id=31707;3-21;3-21;;;;;;
;;;;;;;;;;;синхронно;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;асинхронно;асинхронно;синхронно;синхронно;;;;;;
;;2;;;;;;;;;;Технологии личностного роста и социальных взаимодействий;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Теория алгоритмов;Теория алгоритмов;;;;;;;;;;;;;;;;;;Объектно-ориентированное программирование;Объектно-ориентированное программирование;;;;;;
;;;;;;;;;;;;Манушкина М.М.;;;Космидис И.Ф.;Космидис И.Ф.;Халтурин Е.А.;Халтурин Е.А.;;;;;;;;;;;;;;;;;;Даничев А.А.;Даничев А.А.;;;;;;
;;;;;;;;;;;;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;лекция;лекция;;;;;;
;;;;;;;;;;;;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;
;;;;;;;;;;;;5-12;;;5-15;5-15;4-12;4-12;;;;;;;;;;;;;;;;;;3-21;3-21;;;;;;
;;;;;;;;;;;;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;;;;
;10.15 - 11.50;1;;;;;;;;;Теория алгоритмов;Теория алгоритмов;Технологии личностного роста и социальных взаимодействий;;Клиент-серверное программирование;Клиент-серверное программирование;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;Иностранный язык;Иностранный язык;;;Математическая логика и теория алгоритмов;Математическая логика и теория алгоритмов;;;;;;;;;;;;Теория и технология программирования;Теория и технология программирования;;;;;;
