;;Группа:;КИ22-20Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Даниленко А.С.;Гордеева А.Т.;Романовская А.А.;Шарова А.В.;Шишкина И.С.;Шишкина И.С.;Фомин А.В.;Фомин А.В.;Халтурин Е.А.;Халтурин Е.А.;;;;;;;;;Личаргин Д.В.;;Тутатчиков В.С.;Тутатчиков В.С.;Макуха Л.В.;Медведева М.И.;Медведева М.И.;Кацунова А.С.;Кацунова А.С.;;;;;;;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;2-03;5-02;2-01;2-02;4-12;4-12;https://e.sfu-kras.ru/course/view.php?id=35388;https://e.sfu-kras.ru/course/view.php?id=35388;4-11;4-11;;;;;;;;;5-01;;4-02;4-02;3-01;1-17;1-17;1-15;1-15;;;;;;;;;;;1-19;1-19;1-19;1-19
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;синхронно;синхронно;;;;;;;;;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
;14.10 - 15.45;1;;;;;;;Технология разработки компьютерных игр;Технология разработки компьютерных игр;;;;;;;;;;;;;;Иностранный язык;Дифференциальные уравнения;Информационные технологии;Информационные технологии;;;;;;;;;;;;;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Операционные системы;Операционные системы
;;;;;;;;;Чудакин И.А.;Чудакин И.А.;;;;;;;;;;;;;;Шарова А.В.;Антипова И.А.;Молокова Н.В.;Молокова Н.В.;;;;;;;;;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Макуха Л.В.;Макуха Л.В.
;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;пр. занятие;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=35388;https://e.sfu-kras.ru/course/view.php?id=35388;;;;;;;;;;;;;;2-01;1-18;4-20;4-20;;;;;;;;;;;;;1-17;1-17;3-01;3-01
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
;;2;;;;;;;Технология разработки компьютерных игр;Технология разработки компьютерных игр;;;;;;;;;;;;;;Иностранный язык;Дифференциальные уравнения;Информационные технологии;Информационные технологии;;;;;;;;;;;;;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Операционные системы;Операционные системы
;;;;;;;;;Чудакин И.А.;Чудакин И.А.;;;;;;;;;;;;;;Шарова А.В.;Антипова И.А.;Молокова Н.В.;Молокова Н.В.;;;;;;;;;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Макуха Л.В.;Макуха Л.В.
;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;пр. занятие;лекция;пр. занятие;пр. занятие;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=35388;https://e.sfu-kras.ru/course/view.php?id=35388;;;;;;;;;;;;;;2-01;1-18;4-20;4-20;;;;;;;;;;;;;1-17;1-17;3-01;3-01
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
;15.55 - 17.30;1;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;;;;;;;;Дифференциальные уравнения;;;;;;;;;;;;;;;Программирование;Программирование;Программирование;Программирование
;;;;;;;;;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;Федорова Н.А.;;;;;;;;;;;;;;;Раскина А.В.;Раскина А.В.;Раскина А.В.;Раскина А.В.
;;;;;;;;;лекция;лекция;;;;;;;;;;;;;;;пр. занятие;;;;;;;;;;;;;;;лекция;лекция;лекция;лекция
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №17;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36479;https://e.sfu-kras.ru/course/view.php?id=36479;;;;;;;;;;;;;;;4-11;;;;;;;;;;;;;;;1-15;1-15;1-15;1-15
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно
;;2;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;;;;;;;;Дифференциальные уравнения;;;;;;;;;;;;;;;;;;
;;;;;;;;;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;Федорова Н.А.;;;;;;;;;;;;;;;;;;
;;;;;;;;;лекция;лекция;;;;;;;;;;;;;;;пр. занятие;;;;;;;;;;;;;;;;;;
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №17;;;;;;;;;;;;;;;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36479;https://e.sfu-kras.ru/course/view.php?id=36479;;;;;;;;;;;;;;;4-11;;;;;;;;;;;;;;;;;;
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;;;;;;;;;;;;;;;;;;
;17.40 - 19.15;1;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;;;;;;;;Физика;;;;;;;;;;;;;;;;;;
;;;;;;;;;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;Ли О.А., Грешилова Н.В.;;;;;;;;;;;;;;;;;;
;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;лаб. работа;;;;;;;;;;;;;;;;;;
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;Корпус №80;;;;;;;;;;;;;;;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36479;https://e.sfu-kras.ru/course/view.php?id=36479;;;;;;;;;;;;;;;3-08, 3-10;;;;;;;;;;;;;;;;;;
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;;;;;;;;;;;;;;;;;;
;;2;;;;;;;Теория вероятности и математическая статистика;Теория вероятности и математическая статистика;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;ЭИОС;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=36479;https://e.sfu-kras.ru/course/view.php?id=36479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Суббота;8.30 - 10.05;1;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;;;;;;;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;;;;;;;;;;;Электротехника и электроника;;Электротехника и электроника;;;;;
;;;Постников А.И.;Постников А.И.;Вакансия;Вакансия;Есин Р.В.;Есин Р.В.;;;;;;;;;;;Воронов В.С.;Воронов В.С.;;;;;;;;;;;;;;;;Вакансия;;Синяговский А.Ф.;;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;лаб. работа;;лаб. работа;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;Корпус №17;;Корпус №17;;;;;
;;;4-01;4-01;4-10;4-10;4-07;4-07;;;;;;;;;;;4-17;4-17;;;;;;;;;;;;;;;;4-21;;3-21;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;;синхронно;;синхронно;;;;;
;;2;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;;;;;;;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;;;;;;;;;;;Электротехника и электроника;;Электротехника и электроника;;;;;
;;;Постников А.И.;Постников А.И.;Вакансия;Вакансия;Есин Р.В.;Есин Р.В.;;;;;;;;;;;Воронов В.С.;Воронов В.С.;;;;;;;;;;;;;;;;Вакансия;;Синяговский А.Ф.;;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;лаб. работа;;лаб. работа;;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;Корпус №17;;Корпус №17;;;;;
;;;4-01;4-01;4-10;4-10;4-07;4-07;;;;;;;;;;;4-12;4-12;;;;;;;;;;;;;;;;4-21;;3-21;;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;;;;;;;;;;;;;;;;синхронно;;синхронно;;;;;
;10.15 - 11.50;1;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;;;;;Защита программ и данных;Защита программ и данных;;;Электротехника и электроника;Электротехника и электроника;Электротехника и электроника;Электротехника и электроника;;;;
;;;Есин Р.В.;Есин Р.В.;Постников А.И.;Постников А.И.;Вакансия;Вакансия;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;Воронов В.С.;Воронов В.С.;;;;;;;;;;Туговиков В.Б.;Туговиков В.Б.;;;Синяговский А.Ф.;Синяговский А.Ф.;Синяговский А.Ф.;Синяговский А.Ф.;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;пр. занятие;пр. занятие;;;лекция;лекция;лекция;лекция;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;
;;;4-07;4-07;4-01;4-01;4-10;4-10;;;;;;;;;;;4-23;4-23;4-17;4-17;;;;;;;;;;5-07;5-07;;;1-16;1-16;1-16;1-16;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;
;;2;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;Прикладная теория цифровых автоматов;Прикладная теория цифровых автоматов;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;;;;;Защита программ и данных;Защита программ и данных;;;Электротехника и электроника;Электротехника и электроника;Электротехника и электроника;Электротехника и электроника;;;;
;;;Есин Р.В.;Есин Р.В.;Постников А.И.;Постников А.И.;Вакансия;Вакансия;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;Воронов В.С.;Воронов В.С.;;;;;;;;;;Туговиков В.Б.;Туговиков В.Б.;;;Синяговский А.Ф.;Синяговский А.Ф.;Синяговский А.Ф.;Синяговский А.Ф.;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;пр. занятие;пр. занятие;;;лекция;лекция;лекция;лекция;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;
;;;4-07;4-07;4-01;4-01;4-10;4-10;;;;;;;;;;;4-23;4-23;4-12;4-12;;;;;;;;;;5-07;5-07;;;1-16;1-16;1-16;1-16;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;
;12.00 - 13.35;1;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;;Электротехника и электроника;Основы теории систем;Основы теории систем;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности;Безопасность жизнедеятельности
;;;Вакансия;Вакансия;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;Воронов В.С.;Воронов В.С.;;;;;;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;;Синяговский А.Ф.;Солопко И.В.;Солопко И.В.;Колот В.В.;Колот В.В.;Колот В.В.;Колот В.В.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;;лаб. работа;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;ЭИОС;ЭИОС
;;;4-10;4-10;4-11;4-11;;;;;;;;;;;;;;;4-23;4-23;4-17;4-17;;;;;;1-19;1-19;1-19;1-19;1-19;1-19;;4-21;4-07;4-07;https://e.sfu-kras.ru/course/view.php?id=30314;https://e.sfu-kras.ru/course/view.php?id=30314;https://e.sfu-kras.ru/course/view.php?id=30314;https://e.sfu-kras.ru/course/view.php?id=30314
;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Основы проектирования программного обеспечения;Основы проектирования программного обеспечения;Теория вероятностей и математическая статистика;Теория вероятностей и математическая статистика;;;;;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;Алгоритмы и структуры данных;Алгоритмы и структуры данных;;;;;;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;Операционные системы;;Электротехника и электроника;Основы теории систем;Основы теории систем;;;;
;;;Вакансия;Вакансия;Есин Р.В.;Есин Р.В.;;;;;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;Воронов В.С.;Воронов В.С.;;;;;;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;Сидоров А.Ю.;;Синяговский А.Ф.;Солопко И.В.;Солопко И.В.;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;;лаб. работа;пр. занятие;пр. занятие;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;Корпус №17;Корпус №17;Корпус №17;;;;
;;;4-10;4-10;4-11;4-11;;;;;;;;;;;;;;;4-23;4-23;4-12;4-12;;;;;;1-19;1-19;1-19;1-19;1-19;1-19;;4-21;4-07;4-07;;;;
;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;синхронно;синхронно;синхронно;;;;
;14.10 - 15.45;1;;;;;;;;;;;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;;;;;;Защита программ и данных;Защита программ и данных;;;Физика;Физика;;;Инженерная и компьютерная графика;Инженерная и компьютерная графика;Правоведение;Правоведение;Правоведение;Правоведение
;;;;;;;;;;;;;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;;;;;;Туговиков В.Б.;Туговиков В.Б.;;;Ли О.А.;Юшков В.И.;;;Солопко И.В.;Солопко И.В.;Рахинский Д.В.;Рахинский Д.В.;Рахинский Д.В.;Рахинский Д.В.
;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;пр. занятие;пр. занятие;;;лаб. работа;лаб. работа;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;Корпус №17;Корпус №17;;;Корпус №80;Корпус №80;;;Корпус №17;Корпус №17;ЭИОС;ЭИОС;ЭИОС;ЭИОС
;;;;;;;;;;;;;;;;;;;;;;;4-23;4-23;;;;;;4-17;4-17;;;3-08, 3-10;3-08, 3-10;;;4-07;4-07;https://e.sfu-kras.ru/course/view.php?id=32386;https://e.sfu-kras.ru/course/view.php?id=32386;https://e.sfu-kras.ru/course/view.php?id=32386;https://e.sfu-kras.ru/course/view.php?id=32386
;;;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;;;;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;асинхронно;асинхронно;асинхронно;асинхронно
;;2;;;;;;;;;;;;;;;;;;;;;Машинно-зависимые языки программирования;Машинно-зависимые языки программирования;;;;;;Защита программ и данных;Защита программ и данных;;;Физика;Физика;;;Инженерная и компьютерная графика;Инженерная и компьютерная графика;;;;
;;;;;;;;;;;;;;;;;;;;;;;Сарамуд М.В.;Сарамуд М.В.;;;;;;Туговиков В.Б.;Туговиков В.Б.;;;Ли О.А.;Ли О.А.;;;Солопко И.В.;Солопко И.В.;;;;
;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;
;;;;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;Корпус №17;Корпус №17;;;Корпус №80;Корпус №80;;;Корпус №17;Корпус №17;;;;
;;;;;;;;;;;;;;;;;;;;;;;4-23;4-23;;;;;;4-01;4-01;;;3-02;3-02;;;4-07;4-07;;;;
;;;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;;;;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;;;;
;15.55 - 17.30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Физика;Физика;;;Защита программ и данных;Защита программ и данных;;;;;Проектирование информационных систем;Проектирование информационных систем;Проектирование информационных систем;Проектирование информационных систем
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ли О.А.;Юшков В.И.;;;Туговиков В.Б.;Туговиков В.Б.;;;;;Дамов М.В.;Дамов М.В.;Дамов М.В.;Дамов М.В.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;лаб. работа;лаб. работа;;;пр. занятие;пр. занятие;;;;;лекция;лекция;лекция;лекция
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Корпус №80;Корпус №80;;;Корпус №17;Корпус №17;;;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3-08, 3-10;3-08, 3-10;;;5-07;5-07;;;;;https://e.sfu-kras.ru/course/view.php?id=1960;https://e.sfu-kras.ru/course/view.php?id=1960;https://e.sfu-kras.ru/course/view.php?id=1960;https://e.sfu-kras.ru/course/view.php?id=1960
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно
;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;Физика;Физика;;;Защита программ и данных;Защита программ и данных;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ли О.А.;Ли О.А.;;;Туговиков В.Б.;Туговиков В.Б.;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Корпус №80;Корпус №80;;;Корпус №17;Корпус №17;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3-02;3-02;;;5-07;5-07;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;
;17.40 - 19.15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Примечание: Занятия по дисциплине ""Прикладная физическая культура и спорт"" проводятся два раза в неделю по индивидуальному расписанию студентов (https://u-sport.sfu-kras.ru) на основании графика учебного процесса и аудиторных часов, указанных в учебном плане.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Руководитель учебного департамента  ________________ Н.А. Козель;;;;;;Директор института ______________________Д.В. Капулин;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
