;;Группа:;КИ23-10Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Корпус №17;Корпус №17;;;ЭИОС;ЭИОС;;ЭИОС;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;ЭИОС;ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17
;;;1-17;1-17;;;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;;https://e.sfu-kras.ru/course/view.php?id=34055;;4-11;4-11;5-01;5-01;;;;;5-12;5-12;5-15;5-15;;;2-01;2-02;;;;;;;;;1-16;1-16;1-16;1-16;1-16;1-16;2-20;2-20;2-03;5-02;4-21;;;1-18;1-18
;;;синхронно;синхронно;;;асинхронно;асинхронно;;асинхронно;;синхронно;синхронно;синхронно;синхронно;;;асинхронно;асинхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно
;;2;История России;История России;;;Основы программирования;;Прикладная физическая культура и спорт;;;Информатика;Информатика;Алгебра и геометрия;Алгебра и геометрия;Математический анализ;Математический анализ;;;История России;История России;;;Алгебра и геометрия;Алгебра и геометрия;Иностранный язык;Иностранный язык;;;;;;;;;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Иностранный язык;Иностранный язык;Введение в профессиональную деятельность;;;Основы российской государственности;Основы российской государственности
;;;Белгородская Л.В.;Белгородская Л.В.;;;Верхошенцева С.Л.;;Дергач Е.А.;;;Тушко Т.А.;Тушко Т.А.;Космидис И.Ф.;Космидис И.Ф.;Кириллова С.В.;Кириллова С.В.;;;Вакансия 4.А.;Вакансия 4.А.;;;Сучкова Н.Г.;Сучкова Н.Г.;Личаргин Д.В.;Николаева Н.В.;;;;;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.;Кочеткова Т.О.;Карнаухова О.А.;Карнаухова О.А.;Думлер Н.П.;Слепченко Н.Н.;Краснобаев Ю.В.;;;Хаит Н.Л.;Хаит Н.Л.
;;;пр. занятие;пр. занятие;;;пр. занятие;;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие
;;;Корпус №17;Корпус №17;;;Корпус №17;;ЭИОС;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17
;;;1-17;1-17;;;4-10;;https://e.sfu-kras.ru/course/view.php?id=34055;;;4-11;4-11;5-01;5-01;5-12;5-12;;;;;;;5-15;5-15;2-01;2-02;;;;;;;;;1-16;1-16;1-16;1-16;1-16;1-16;2-20;2-20;2-03;5-02;4-21;;;1-18;1-18
;;;синхронно;синхронно;;;синхронно;;асинхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;асинхронно;асинхронно;;;синхронно;синхронно;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно
;15.55 - 17.30;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Основы российской государственности;Основы российской государственности;;;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;;;Деловая коммуникация на русском языке;Деловая коммуникация на русском языке
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Никуленков В.В.;Никуленков В.В.;;;;;Краснобаев Ю.В.;Краснобаев Ю.В.;Краснобаев Ю.В.;;;Колобаев П.А.;Колобаев П.А.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;лекция;лекция;лекция;;;пр. занятие;пр. занятие
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2-03;2-03;;;;;1-16;1-16;1-16;;;1-18;1-18
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;;;синхронно;синхронно
;;2;;;;;;;;;;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;;;;;;;;;;;;;;;;;;;;;Основы российской государственности;Основы российской государственности;;;;;;;;;;;
;;;;;;;;;;;;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;;;;;;;;;;;;;;;;;;;;;Никуленков В.В.;Никуленков В.В.;;;;;;;;;;;
;;;;;;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие;;;;;;;;;;;
;;;;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;;;;Корпус №17;Корпус №17;;;;;;;;;;;
;;;;;;;;;;;;1-19;1-19;1-19;1-19;1-19;1-19;;;;;;;;;;;;;;;;;;;;;2-03;2-03;;;;;;;;;;;
;;;;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;синхронно;синхронно;;;;;;;;;;;
;17.40 - 19.15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Физическая культура и спорт;Физическая культура и спорт
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нечепуренко В.М.;Нечепуренко В.М.
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;пр. занятие;пр. занятие
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ЭИОС;ЭИОС
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;асинхронно;асинхронно
;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Четверг;8.30 - 10.05;1;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;;;;Математический анализ;Математический анализ;Информатика;Информатика;Алгебра и геометрия;Алгебра и геометрия;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;;;;;Языки программирования;Иностранный язык;Аналитическая геометрия;Аналитическая геометрия;Математический анализ;Математический анализ;;;;;Математический анализ;Математический анализ;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;;;Иностранный язык;Программирование
;;;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;;;;Кириллова С.В.;Кириллова С.В.;Тушко Т.А.;Тушко Т.А.;Космидис И.Ф.;Космидис И.Ф.;Кушнаренко А.В.;Кушнаренко А.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Белько Е.С.;Белько Е.С.;;;;;Кононова Н.В.;Слепченко Н.Н.;Кириллов К.А.;Кириллов К.А.;Федотова И.М.;Федотова И.М.;;;;;Кочеткова Т.О.;Кочеткова Т.О.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;;;Гордеева А.Т.;Кемельбаева А.Р.
;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;;;пр. занятие;лаб. работа
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17
;;;1-16;1-16;1-16;1-16;1-16;1-16;;;;1-19;1-19;4-11;4-11;5-01;5-01;4-01;4-01;1-19;1-19;1-19;1-19;5-15;5-15;;;;;4-16;4-22;5-12;5-12;5-10;5-10;;;;;5-02;5-02;1-15;1-15;1-15;1-15;1-15;;;2-02;4-20
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно
;;2;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;;;;Математический анализ;Математический анализ;Информатика;Информатика;Алгебра и геометрия;Алгебра и геометрия;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Математический анализ;Математический анализ;Математический анализ;Математический анализ;;;Математический анализ;Математический анализ;;;Языки программирования;Иностранный язык;Аналитическая геометрия;Аналитическая геометрия;Математический анализ;Математический анализ;;;;;Языки программирования;Языки программирования;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;;;Иностранный язык;Программирование
;;;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;Гульнова Б.В.;;;;Кириллова С.В.;Кириллова С.В.;Тушко Т.А.;Тушко Т.А.;Космидис И.Ф.;Космидис И.Ф.;Кушнаренко А.В.;Кушнаренко А.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;;;Белько Е.С.;Белько Е.С.;;;Кононова Н.В.;Слепченко Н.Н.;Кириллов К.А.;Кириллов К.А.;Федотова И.М.;Федотова И.М.;;;;;Бураков С.В.;Бураков С.В.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;Шершнева В.А.;;;Гордеева А.Т.;Кемельбаева А.Р.
;;;лекция;лекция;лекция;лекция;лекция;лекция;;;;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;;;пр. занятие;лаб. работа
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17
;;;1-16;1-16;1-16;1-16;1-16;1-16;;;;1-19;1-19;4-11;4-11;5-01;5-01;4-01;4-01;1-19;1-19;1-19;1-19;;;5-15;5-15;;;4-16;4-22;5-12;5-12;5-10;5-10;;;;;4-07;4-07;1-15;1-15;1-15;1-15;1-15;;;2-02;4-20
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно
;10.15 - 11.50;1;Иностранный язык;Иностранный язык;Основы программирования;Иностранный язык;Алгебра и геометрия;Алгебра и геометрия;Физическая культура и спорт;;;Математический анализ;Математический анализ;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Информатика;Информатика;Алгебра и геометрия;Алгебра и геометрия;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Языки программирования;Математический анализ;Математический анализ;Аналитическая геометрия;Аналитическая геометрия;Математический анализ;Математический анализ;;;Алгебра;Алгебра;Алгебра и геометрия;Алгебра и геометрия;Основы программирования;Основы программирования;Иностранный язык;;;Программирование;Иностранный язык
;;;Гордеева А.Т.;Даниленко А.С.;Верхошенцева С.Л.;Шарова А.В.;Гульнова Б.В.;Гульнова Б.В.;Нечепуренко В.М.;;;Карнаухова О.А.;Карнаухова О.А.;Кушнаренко А.В.;Кушнаренко А.В.;Тушко Т.А.;Тушко Т.А.;Космидис И.Ф.;Космидис И.Ф.;Кириллова С.В.;Кириллова С.В.;Белько Е.С.;Белько Е.С.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Николаева Н.В.;Кононова Н.В.;Федотова И.М.;Федотова И.М.;Кириллов К.А.;Кириллов К.А.;Кочеткова Т.О.;Кочеткова Т.О.;;;Шлепкин А.А.;Шлепкин А.А.;Шершнева В.А.;Шершнева В.А.;Тынченко В.В.;Тынченко В.В.;Слепченко Н.Н., Романовская А.А.;;;Кемельбаева А.Р.;Лабушева Т.М.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;лаб. работа;пр. занятие
;;;Корпус №17;Корпус №15;Корпус №17;Корпус №15;Корпус №17;Корпус №17;ЭИОС;;;Корпус №12;Корпус №12;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;;;Корпус №17;Корпус №15
;;;2-02;5-21;4-02;4-02;1-17;1-17;https://e.sfu-kras.ru/course/view.php?id=32801;;;2-12;2-12;4-01;4-01;4-11;4-11;5-01;5-01;2-20;2-20;5-15;5-15;1-16;1-16;1-16;1-16;1-16;1-16;2-01;4-16;5-10;5-10;5-12;5-12;5-02;5-02;;;5-11;5-11;1-18;1-18;4-21;4-21;4-22, 5-03;;;4-20;5-16
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;асинхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно
;;2;Иностранный язык;Иностранный язык;Основы программирования;Иностранный язык;Алгебра и геометрия;Алгебра и геометрия;;Физическая культура и спорт;;Математический анализ;Математический анализ;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Информатика;Информатика;Алгебра и геометрия;Алгебра и геометрия;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Основы программирования;Основы программирования;Основы программирования;Основы программирования;Основы программирования;Основы программирования;Иностранный язык;Языки программирования;Математический анализ;Математический анализ;Аналитическая геометрия;Аналитическая геометрия;Языки программирования;Языки программирования;Математический анализ;Математический анализ;Алгебра;Алгебра;Алгебра и геометрия;Алгебра и геометрия;Основы программирования;Основы программирования;Иностранный язык;Высшая математика;Высшая математика;Программирование;Иностранный язык
;;;Гордеева А.Т.;Даниленко А.С.;Верхошенцева С.Л.;Шарова А.В.;Гульнова Б.В.;Гульнова Б.В.;;Нечепуренко В.М.;;Карнаухова О.А.;Карнаухова О.А.;Кушнаренко А.В.;Кушнаренко А.В.;Тушко Т.А.;Тушко Т.А.;Космидис И.Ф.;Космидис И.Ф.;Кириллова С.В.;Кириллова С.В.;Белько Е.С.;Белько Е.С.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Пересунько П.В.;Николаева Н.В.;Кононова Н.В.;Федотова И.М.;Федотова И.М.;Кириллов К.А.;Кириллов К.А.;Бураков С.В.;Бураков С.В.;Кочеткова Т.О.;Кочеткова Т.О.;Шлепкин А.А.;Шлепкин А.А.;Шершнева В.А.;Шершнева В.А.;Тынченко В.В.;Тынченко В.В.;Слепченко Н.Н., Романовская А.А.;Зыкова Т.В.;Зыкова Т.В.;Кемельбаева А.Р.;Лабушева Т.М.
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лаб. работа;пр. занятие
;;;Корпус №17;Корпус №15;Корпус №17;Корпус №15;Корпус №17;Корпус №17;;ЭИОС;;Корпус №12;Корпус №12;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №15
;;;2-02;5-21;4-02;4-02;1-17;1-17;;https://e.sfu-kras.ru/course/view.php?id=32801;;2-12;2-12;4-01;4-01;4-11;4-11;5-01;5-01;2-20;2-20;5-15;5-15;1-16;1-16;1-16;1-16;1-16;1-16;2-01;4-16;5-10;5-10;5-12;5-12;4-07;4-07;4-03;4-03;5-11;5-11;1-18;1-18;4-21;4-21;4-22, 5-03;5-02;5-02;4-20;5-16
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;асинхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;12.00 - 13.35;1;;;Иностранный язык;Основы программирования;Математический анализ;Математический анализ;История России;История России;История России;;;;;;;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Основы российской государственности;Основы российской государственности;Иностранный язык;Иностранный язык;Математический анализ;Математический анализ;Основы российской государственности;Основы российской государственности;;;Иностранный язык;Иностранный язык;;;Иностранный язык;Иностранный язык;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Алгебра и геометрия;Алгебра и геометрия;Основы программирования;История России;История России;История России;История России
;;;;;Романовская А.А.;Верхошенцева С.Л.;Сучкова Н.Г.;Сучкова Н.Г.;Терскова А.А.;Терскова А.А.;Терскова А.А.;;;;;;;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Карпенко Е.В.;Пересунько П.В.;Пересунько П.В.;Кузьменко А.С.;Кузьменко А.С.;Лабушева Т.М.;Шарова А.В.;Федотова И.М.;Федотова И.М.;Хаит Н.Л.;Хаит Н.Л.;;;Гордеева А.Т.;Слепченко Н.Н.;;;Даниленко А.С.;Николаева Н.В.;Ликсонова Д.И.;Ликсонова Д.И.;Шершнева В.А.;Шершнева В.А.;Тынченко В.В.;Алексеев О.Г.;Алексеев О.Г.;Алексеев О.Г.;Алексеев О.Г.
;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция
;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;ЭИОС;ЭИОС;ЭИОС;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17
;;;;;4-17;4-02;2-20;2-20;https://e.sfu-kras.ru/course/view.php?id=22493;https://e.sfu-kras.ru/course/view.php?id=22493;https://e.sfu-kras.ru/course/view.php?id=22493;;;;;;;1-19;1-19;1-19;1-19;1-19;1-19;3-21;3-21;5-11;5-11;1-17;4-02;5-10;5-10;5-12;5-12;;;2-03;4-16;;;2-01;2-02;4-12;4-12;1-18;1-18;4-21;1-16;1-16;1-16;1-16
;;;;;синхронно;синхронно;синхронно;синхронно;асинхронно;асинхронно;асинхронно;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно
;;2;Математический анализ;Математический анализ;Иностранный язык;Основы программирования;Математический анализ;Математический анализ;История России;История России;История России;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Основы российской государственности;Основы российской государственности;Иностранный язык;Иностранный язык;Математический анализ;Математический анализ;Основы российской государственности;Основы российской государственности;;;Иностранный язык;Иностранный язык;Языки программирования;Языки программирования;Иностранный язык;Иностранный язык;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Алгебра и геометрия;Алгебра и геометрия;Основы программирования;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Введение в профессиональную деятельность
;;;Зыкова Т.В.;Зыкова Т.В.;Романовская А.А.;Верхошенцева С.Л.;Сучкова Н.Г.;Сучкова Н.Г.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Пересунько П.В.;Пересунько П.В.;Кузьменко А.С.;Кузьменко А.С.;Лабушева Т.М.;Шарова А.В.;Федотова И.М.;Федотова И.М.;Хаит Н.Л.;Хаит Н.Л.;;;Гордеева А.Т.;Слепченко Н.Н.;Бураков С.В.;Бураков С.В.;Даниленко А.С.;Слепченко Н.Н.;Ликсонова Д.И.;Ликсонова Д.И.;Шершнева В.А.;Шершнева В.А.;Тынченко В.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.;Кушнаренко А.В.
