;;Группа:;КИ23-10Б;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
РАСПИСАНИЕ УЧЕБНЫХ ЗАНЯТИЙ;;;;;;;"ФГАОУ ВО ""Сибирский федеральный университет""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Осенний семестр;2023-2024;года;;УТВЕРЖДАЮ __________________________;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Институт:;;ИКИТ;;;;;Ректор                             М.В. Румянцев;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Гульнова Б.В.;Гульнова Б.В.;Алексеев М.В.;Верхошенцева С.Л.;Хаит Н.Л.;Хаит Н.Л.;Слепченко Н.Н.;;;Кушнаренко А.В.;Кушнаренко А.В.;Николаева Н.В.;Кузьмин М.В.;Кемельбаева А.Р.;Лабушева Т.М.;;;Думлер Н.П.;Зайцев А.С.;Кузьмин Д.Н.;Кузьмин Д.Н.;Кузьменко А.С.;Кузьменко А.С.;Белько Е.С.;Белько Е.С.;Вакансия 4.Ш.;Вакансия 4.Ш.;Осипов Н.Н.;Осипов Н.Н.;Осипов Н.Н.;Осипов Н.Н.;Осипов Н.Н.;Осипов Н.Н.;Леонтьева А.А.;Леонтьева А.А.;Алексеев О.Г.;Алексеев О.Г.;Половинкина А.И.;Половинкина А.И.;Тынченко В.В.;Тынченко В.В.;Солопко И.В.;Солопко И.В.;Дементьев А.П.;;;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;2-19, ЭИОС;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;
;;;5-01;5-01;4-12;4-02;5-10;5-10;https://e.sfu-kras.ru/course/view.php?id=34285;;;4-13;4-13;2-01;4-17;4-16;2-02;;;2-03;4-23;4-07;4-07;5-02;5-02;5-15;5-15;4-03;4-03;1-19;1-19;1-19;1-19;1-19;1-19;4-20;4-20;5-11;5-11;1-18;1-18;4-10;4-10;4-11;4-11;1-17;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;
;12.00 - 13.35;1;;;Основы российской государственности;Основы российской государственности;;Основы программирования;Математический анализ;Математический анализ;Математический анализ;;Иностранный язык;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Основы программирования;Основы программирования;Иностранный язык;;;Математический анализ;Математический анализ;История России;История России;Основы российской государственности;Основы российской государственности;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Алгебра;Алгебра;Алгебра;Алгебра;История России;История России;Иностранный язык;Иностранный язык;Основы программирования;Основы программирования;Информатика;Программирование;Иностранный язык;;
;;;;;Хаит Н.Л.;Хаит Н.Л.;;Верхошенцева С.Л.;Зыкова Т.В.;Зыкова Т.В.;Зыкова Т.В.;;Гордеева А.Т.;;;Кушнаренко А.В.;Кушнаренко А.В.;Лабушева Т.М.;Кузьмин Д.Н.;Зайцев А.С.;Романовская А.А.;;;Белько Е.С.;Белько Е.С.;Вакансия 4.Ш.;Вакансия 4.Ш.;Кузьменко А.С.;Кузьменко А.С.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Половинкина А.И.;Половинкина А.И.;Шлепкин А.А.;Шлепкин А.А.;Алексеев О.Г.;Алексеев О.Г.;Даниленко А.С.;Николаева Н.В.;Тынченко В.В.;Тынченко В.В.;Солопко И.В.;Кемельбаева А.Р.;Шарова А.В.;;
;;;;;пр. занятие;пр. занятие;;пр. занятие;лекция;лекция;лекция;;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лаб. работа;пр. занятие;;
;;;;;Корпус №17;Корпус №17;;Корпус №17;2-19, ЭИОС;2-19, ЭИОС;2-19, ЭИОС;;Корпус №15;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;
;;;;;5-10;5-10;;4-02;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;;5-03;;;4-01;4-01;2-02;4-07;4-23;2-01;;;5-15;5-15;4-03;4-03;5-12;5-12;1-19;1-19;1-19;1-19;1-19;1-19;1-18;1-18;2-20;2-20;5-11;5-11;5-02;2-03;4-10;4-10;4-11;4-16;4-20;;
;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;
;;2;;;Основы российской государственности;Основы российской государственности;;Основы программирования;Математический анализ;Математический анализ;Математический анализ;;Иностранный язык;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Основы программирования;Основы программирования;Иностранный язык;;;Математический анализ;Математический анализ;История России;История России;Основы российской государственности;Основы российской государственности;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Алгебра;Алгебра;Алгебра;Алгебра;История России;История России;Иностранный язык;Иностранный язык;Основы программирования;Основы программирования;Информатика;Программирование;Иностранный язык;;
;;;;;Хаит Н.Л.;Хаит Н.Л.;;Верхошенцева С.Л.;Зыкова Т.В.;Зыкова Т.В.;Зыкова Т.В.;;Гордеева А.Т.;;;Кушнаренко А.В.;Кушнаренко А.В.;Лабушева Т.М.;Кузьмин Д.Н.;Зайцев А.С.;Романовская А.А.;;;Белько Е.С.;Белько Е.С.;Вакансия 4.Ш.;Вакансия 4.Ш.;Кузьменко А.С.;Кузьменко А.С.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Федотова И.М.;Половинкина А.И.;Половинкина А.И.;Шлепкин А.А.;Шлепкин А.А.;Алексеев О.Г.;Алексеев О.Г.;Даниленко А.С.;Николаева Н.В.;Тынченко В.В.;Тынченко В.В.;Солопко И.В.;Кемельбаева А.Р.;Шарова А.В.;;
;;;;;пр. занятие;пр. занятие;;пр. занятие;лекция;лекция;лекция;;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лаб. работа;пр. занятие;;
;;;;;Корпус №17;Корпус №17;;Корпус №17;2-19, ЭИОС;2-19, ЭИОС;2-19, ЭИОС;;Корпус №15;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №15;Корпус №15;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;
;;;;;5-10;5-10;;4-02;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;;5-01;;;4-01;4-01;2-02;4-07;4-23;2-01;;;5-15;5-15;4-03;4-03;5-12;5-12;1-19;1-19;1-19;1-19;1-19;1-19;1-18;1-18;2-20;2-20;5-11;5-11;5-02;2-03;4-10;4-10;4-11;4-16;4-20;;
;;;;;синхронно;синхронно;;синхронно;синхронно;синхронно;синхронно;;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;
;14.10 - 15.45;1;;;;;;;Математический анализ;Математический анализ;Математический анализ;;;;;Иностранный язык;;Основы программирования;Иностранный язык;;;;;История России;История России;;;;;;;;;Математический анализ;Математический анализ;;;;;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;;;;Иностранный язык;Программирование;;
;;;;;;;;;Зыкова Т.В.;Зыкова Т.В.;Зыкова Т.В.;;;;;Даниленко А.С.;;Кузьмин Д.Н.;Романовская А.А.;;;;;Вакансия 4.Ш.;Вакансия 4.Ш.;;;;;;;;;Федотова И.М.;Федотова И.М.;;;;;;;Ликсонова Д.И.;Ликсонова Д.И.;;;;Личаргин Д.В.;Кемельбаева А.Р.;;
;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;;;;пр. занятие;пр. занятие;;;;;;;лекция;лекция;;;;пр. занятие;лаб. работа;;
;;;;;;;;;2-19, ЭИОС;2-19, ЭИОС;2-19, ЭИОС;;;;;Корпус №17;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;;;;Корпус №17;Корпус №17;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;;;;;2-03;;4-07;2-02;;;;;5-12;5-12;;;;;;;;;5-11;5-11;;;;;;;1-16;1-16;;;;2-01;4-16;;
;;;;;;;;;синхронно;синхронно;синхронно;;;;;синхронно;;синхронно;синхронно;;;;;синхронно;синхронно;;;;;;;;;синхронно;синхронно;;;;;;;синхронно;синхронно;;;;синхронно;синхронно;;
;;2;;;;;;;Математический анализ;Математический анализ;Математический анализ;;;;;Иностранный язык;;Основы программирования;Иностранный язык;;;;;История России;История России;;;;;;;Математический анализ;Математический анализ;;;;;;;;;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Иностранный язык;Программирование;;
;;;;;;;;;Зыкова Т.В.;Зыкова Т.В.;Зыкова Т.В.;;;;;Даниленко А.С.;;Кузьмин Д.Н.;Романовская А.А.;;;;;Вакансия 4.Ш.;Вакансия 4.Ш.;;;;;;;Федотова И.М.;Федотова И.М.;;;;;;;;;Никуленков В.В.;Никуленков В.В.;Никуленков В.В.;Никуленков В.В.;Никуленков В.В.;Личаргин Д.В.;Кемельбаева А.Р.;;
;;;;;;;;;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;;;;;;;пр. занятие;пр. занятие;;;;;;;;;лекция;лекция;лекция;лекция;лекция;пр. занятие;лаб. работа;;
;;;;;;;;;2-19, ЭИОС;2-19, ЭИОС;2-19, ЭИОС;;;;;Корпус №17;;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;;;;;;;Корпус №17;Корпус №17;;;;;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;
;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;https://e.sfu-kras.ru/course/view.php?id=32126;;;;;2-03;;4-07;2-02;;;;;5-12;5-12;;;;;;;5-11;5-11;;;;;;;;;1-16;1-16;1-16;1-16;1-16;2-01;4-16;;
;;;;;;;;;синхронно;синхронно;синхронно;;;;;синхронно;;синхронно;синхронно;;;;;синхронно;синхронно;;;;;;;синхронно;синхронно;;;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;
;15.55 - 17.30;1;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;Физическая культура и спорт;;;Физическая культура и спорт;Физическая культура и спорт;;;Математический анализ;Математический анализ;;;;;;;;;;;;;;;;;;;;;;;;;;;Физическая культура и спорт;;;;
;;;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;Дергач Е.А.;;;Дергач Е.А.;Дергач Е.А.;;;Кириллова С.В.;Кириллова С.В.;;;;;;;;;;;;;;;;;;;;;;;;;;;Дергач Е.А.;;;;
;;;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;;;лекция;лекция;;;пр. занятие;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;;лекция;;;;
;;;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;ЭИОС;;;ЭИОС;ЭИОС;;;Корпус №17;Корпус №17;;;;;;;;;;;;;;;;;;;;;;;;;;;ЭИОС;;;;
;;;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;;;https://e.sfu-kras.ru/course/view.php?id=32801;https://e.sfu-kras.ru/course/view.php?id=32801;;;5-10;5-10;;;;;;;;;;;;;;;;;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=32801;;;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;;;синхронно;синхронно;;;;;;;;;;;;;;;;;;;;;;;;;;;синхронно;;;;
;;2;;;;;;;;;Прикладная физическая культура и спорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Дергач Е.А.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;пр. занятие;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;ЭИОС;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;https://e.sfu-kras.ru/course/view.php?id=34055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;асинхронно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;17.40 - 19.15;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Среда;8.30 - 10.05;1;;;;;Основы программирования;;Информатика;Информатика;Информатика;История России;История России;История России;История России;История России;История России;Математический анализ;Математический анализ;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Алгебра и геометрия;Алгебра и геометрия;;;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Языки программирования;Информатика;Информатика;Аналитическая геометрия;Аналитическая геометрия;;;;;;;;;;История России;История России;;
;;;;;;;Верхошенцева С.Л.;;Корнет М.Е.;Корнет М.Е.;Корнет М.Е.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Кириллова С.В.;Кириллова С.В.;;;Кушнаренко А.В.;Кушнаренко А.В.;Сучкова Н.Г.;Сучкова Н.Г.;;;;;Тутатчиков В.С.;Тутатчиков В.С.;Думлер Н.П.;Кемельбаева А.Р.;Леонтьева А.А.;Леонтьева А.А.;Кириллов К.А.;Кириллов К.А.;;;;;;;;;;Алексеев О.Г.;Алексеев О.Г.;;
;;;;;;;пр. занятие;;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;;;;пр. занятие;пр. занятие;;
;;;;;;;Корпус №17;;4-13, ЭИОС;4-13, ЭИОС;4-13, ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;;;;;;Корпус №17;Корпус №17;;
;;;;;;;4-02;;https://e.sfu-kras.ru/course/view.php?id=34203;https://e.sfu-kras.ru/course/view.php?id=34203;https://e.sfu-kras.ru/course/view.php?id=34203;1-16;1-16;1-16;1-16;1-16;1-16;5-01;5-01;;;4-01;4-01;2-20;2-20;;;;;4-11;4-11;2-02;4-20;4-10;4-10;5-02;5-02;;;;;;;;;;5-10;5-10;;
;;;;;;;синхронно;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;;;;синхронно;синхронно;;
;;2;;;;;Математический анализ;Математический анализ;Информатика;Информатика;Информатика;;;;;;;Математический анализ;Математический анализ;;;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Информатика;Информатика;Информатика;Информатика;Информатика;Информатика;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Языки программирования;Информатика;Информатика;Аналитическая геометрия;Аналитическая геометрия;;;;;История России;История России;История России;История России;История России;История России;История России;;
;;;;;;;Сучкова Н.Г.;Сучкова Н.Г.;Корнет М.Е.;Корнет М.Е.;Корнет М.Е.;;;;;;;Кириллова С.В.;Кириллова С.В.;;;Кушнаренко А.В.;Кушнаренко А.В.;Пупков А.Н.;Пупков А.Н.;Пупков А.Н.;Пупков А.Н.;Пупков А.Н.;Пупков А.Н.;Тутатчиков В.С.;Тутатчиков В.С.;Думлер Н.П.;Кемельбаева А.Р.;Леонтьева А.А.;Леонтьева А.А.;Кириллов К.А.;Кириллов К.А.;;;;;Терскова А.А.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Терскова А.А.;Алексеев О.Г.;Алексеев О.Г.;;
;;;;;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;;;пр. занятие;пр. занятие;;;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;;;;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;;
;;;;;;;Корпус №17;Корпус №17;4-13, ЭИОС;4-13, ЭИОС;4-13, ЭИОС;;;;;;;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;
;;;;;;;2-20;2-20;https://e.sfu-kras.ru/course/view.php?id=34203;https://e.sfu-kras.ru/course/view.php?id=34203;https://e.sfu-kras.ru/course/view.php?id=34203;;;;;;;5-01;5-01;;;4-01;4-01;1-15;1-15;1-15;1-15;1-15;1-15;4-11;4-11;2-02;4-20;4-10;4-10;5-02;5-02;;;;;1-16;1-16;1-16;1-16;1-16;5-10;5-10;;
;;;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;;;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;
;10.15 - 11.50;1;Основы программирования;Информатика;Математический анализ;Математический анализ;История России;История России;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Основы российской государственности;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Иностранный язык;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;История России;История России;Информатика;Информатика;Иностранный язык;Языки программирования;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;;;Математический анализ;Математический анализ;История России;Информационные системы и технологии;Информационные системы и технологии;;
;;;Верхошенцева С.Л.;Вакансия;Тутатчиков В.С.;Тутатчиков В.С.;Белгородская Л.В.;Белгородская Л.В.;Яценко М.П.;Яценко М.П.;Яценко М.П.;Хаит Н.Л.;Хаит Н.Л.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кириллова С.В.;Кушнаренко А.В.;Кушнаренко А.В.;Личаргин Д.В.;Николаева Н.В.;Сучкова Н.Г.;Сучкова Н.Г.;Сучкова Н.Г.;Сучкова Н.Г.;Сучкова Н.Г.;Сучкова Н.Г.;Алексеев О.Г.;Алексеев О.Г.;Леонтьева А.А.;Леонтьева А.А.;Думлер Н.П.;Кемельбаева А.Р.;Кириллов К.А.;Кириллов К.А.;Кириллов К.А.;Кириллов К.А.;Кириллов К.А.;Кириллов К.А.;;;Карнаухова О.А.;Карнаухова О.А.;Терскова А.А.;Молокова Н.В.;Молокова Н.В.;;
;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;лекция;лекция;лекция;лекция;лекция;лекция;;;пр. занятие;пр. занятие;пр. занятие;пр. занятие;пр. занятие;;
;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;2-19, ЭИОС;2-19, ЭИОС;2-19, ЭИОС;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;;Корпус №17;Корпус №17;Корпус №17;Корпус №17;Корпус №17;;
;;;4-02;3-01;4-11;4-11;1-17;1-17;;;;5-01;5-01;1-19;1-19;1-19;1-19;1-19;1-19;4-01;4-01;2-03;2-01;1-15;1-15;1-15;1-15;1-15;1-15;5-10;5-10;4-10;4-10;2-02;4-20;1-16;1-16;1-16;1-16;1-16;1-16;;;2-20;2-20;5-11;4-23;4-23;;
;;;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;синхронно;;;синхронно;синхронно;синхронно;синхронно;синхронно;;
;;2;Основы программирования;Информатика;Математический анализ;Математический анализ;История России;История России;Информатика;Информатика;Информатика;Основы российской государственности;Основы российской государственности;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Математический анализ;Введение в профессиональную деятельность;Введение в профессиональную деятельность;Иностранный язык;Иностранный язык;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;Алгебра и геометрия;История России;История России;Информатика;Информатика;Иностранный язык;Языки программирования;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Аналитическая геометрия;Информатика;Информатика;Математический анализ;Математический анализ;История России;Информационные системы и технологии;Информационные системы и технологии;;
